individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,322.7002710868465,229.04968751143394,21.53593241465535,-0.33621185062024966,0.4150098624217594,0.496754270873654,-0.16440402760157788,0.2029354192918642,0.24290756768165836,0.9342293320530005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,552.8848149486773,-114.28477219834056,215.3216595760344,-0.0281164141562419,0.1776829923556786,-0.012598775041368799,-0.014039165652278576,0.08872116299795405,-0.00629085518653532,0.995937689920961,558.7490681595079,-134.94115016415245,148.48950724507182,0.28672099318341276,0.015346759233191998,-0.03294469602464826,0.1428620642103418,0.007646700991965485,-0.016415077342637262,0.9895769317285721,543.8217477351473,-110.62976899289333,147.90401254467264,-0.009966670243548421,-0.05147115951297493,0.0007434290775481541,-0.004982764307107889,-0.0257326318820194,0.0003716719608407789,0.9996563737486185,,,,,,,,,,
152,530.439132084384,-132.61644940710326,206.89104447650408,0.04441259045000408,-1.2883391356011438,0.006047338424442835,0.020700296264375355,-0.6004829154461195,0.0028186083209405786,0.7993646360948355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
