,bolt1,nut1,jig1,bin1
x,541.1302351914591,562.4349992514021,551.3527621914835,367.40438624099465
y,-127.53580036616708,-133.16449853610277,-106.99755187736257,6.318553346017339
z,160.23941358062484,152.11863196176125,158.5929509545485,59.56876603011578
rx,2.1966862792084334,-0.23692750126902046,0.01736686231767719,-0.012794956929565613
ry,-0.5085923463704842,-0.4136209885303455,-0.011361209281727788,0.013663567259701534
rz,1.7639185779087228,0.07014163813909202,-0.01243898006316276,-0.006809733201774251
qx,0.7598823142501226,-0.11732124600166574,0.008683219352251357,-0.006397372699938448
qy,-0.1759333286814021,-0.2048159436405871,-0.005680466079336725,0.0068316706849559485
qz,0.6101784054539925,0.03473258418292463,-0.006219338325541008,-0.003404810310711537
qw,0.13895555356509828,0.971122959291566,0.9999268242414514,0.9999504033525555
