individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,358.0691206772365,-267.21964650825373,6.733153877096058,0.23719000348466363,-0.08314925877945345,-0.23800868406809644,0.11800379728222288,-0.04136737692578238,-0.11841109698367318,0.9850597220800267,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,535.7086174661479,-113.88038500207347,200.1001123849948,0.1762464297493721,-1.0576561189058642,0.42000597709068327,0.08333410331653913,-0.500088565831417,0.19859024400216915,0.8387662180466401,541.6621152386277,-111.75125748247166,140.03909549842908,0.09685775613969673,-0.26503775642172317,-0.03405531813077062,0.048266026561976975,-0.132073257746416,-0.01697040025484011,0.989918709179374,,,,,,,,,,
115,,,,,,,,,,,556.9033494238312,-133.7809353022496,153.1967965654702,0.05120013134441099,-1.0710796562144094,0.35488520214781355,0.024260771215192066,-0.5075224967269719,0.16815950410457567,0.8447216769299627,541.3983866014721,-110.73171295043436,139.15859215767256,0.06583405697698194,-0.18971699606755035,-0.036569869586188776,0.03285991425691597,-0.09469390935513879,-0.0182532086608139,0.9947965168513879,,,,,,,,,,
