individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,417.31030937140497,88.55356395231644,-0.27730491723055195,0.21667231689518296,-0.015315731506887306,0.09306485117071456,0.10808426079053858,-0.007640060078321332,0.04642423078548711,0.9930278006417234,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,534.0371558053107,-112.37159122646227,193.77394192836366,-0.08080247089541136,-1.069677665633748,0.3065498839275784,-0.03833826640030453,-0.5075288769399672,0.14544841246513596,0.8484040167943847,538.7401009852133,-109.44193438134147,136.29291186493774,0.08437336462686211,-0.22691930694067727,-0.041098191366847406,0.042080767615682406,-0.11317479947744355,-0.020497504727724755,0.9924719270891506,,,,,,,,,,
115,,,,,,,,,,,555.0549871212843,-132.59263887780764,152.54329066305593,-0.19392229738385475,-0.19156532347541105,0.042591739352052,-0.09665392407310687,-0.09547917119392621,0.02122839300591707,0.9905004301663767,538.9336032657143,-107.87486549664966,135.09599418174147,0.0853616729669523,-0.23153110446568578,-0.048819556401070406,0.042568396333745206,-0.11546057470430299,-0.024345472077649588,0.9921008443257378,,,,,,,,,,
