,bolt1,nut1,jig1,bin1
x,473.5963405002102,696.9877274260349,681.1704456951286,436.787080040863
y,-7.137350101440642,-17.54593852883643,6.446779272521876,217.7976784563789
z,11.930537338524978,84.9963604223222,83.69835100912516,69.75282754187535
rx,-0.2022346178884946,-0.11078159506528339,-0.028035428069174643,0.08241087050896881
ry,0.07396612979081277,0.11748217718091228,0.030070915749341273,0.05508889440690584
rz,0.1745201588962103,-0.027227860582628053,0.003693510350552725,-0.2133659651384204
qx,-0.10079393002423526,-0.055328928336187105,-0.014016718863958565,0.041110468592737766
qy,0.03686479094498702,0.05867547725947977,0.015034390450550708,0.027480965185014982
qz,0.08698101673820204,-0.013598724102466212,0.0018466240671295986,-0.10643710901740322
qw,0.9904119716491924,0.9966498747104352,0.9997870216579249,0.9930890532820321
