,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,4363.552,315.03,-111.979,292.94,3.135091,0.041153,-0.032941,0.0,0,0,-3.07665633945641,-1.866957455336996,-0.3091464459922058,0.0373300548541987,-0.1297453734276309,0.0204221091201783,0.9998540884099141,0.0131246574023954,-0.010505657898386674,0.0030292590135902555
125,4364.152,315.027,-112.01700000000001,292.931,3.135009,0.041096,-0.032942,0.0,0,0,-2.781824166036873,-2.4764039903510966,-0.1250875299647883,0.0853534512818977,-0.1043587923911392,0.0207634060732422,0.9998541899351087,0.013106822911696018,-0.0105062526853487,0.0030706215789223544
250,4364.952,326.565,-112.025,292.94599999999997,3.134942,0.041268,-0.033087,0.0,0,0,-3.0684857240056265,-1.7030766447005596,-0.3642730560055036,0.0228992146761812,-0.1301358824614451,0.020361533291197,0.9998528790681319,0.013161943223633378,-0.010552709495016903,0.003102223728048676
375,4365.752,358.188,-112.057,292.883,3.13496,0.040993,-0.033539,0.0,0,0,-3.1535124126823866,-1.6085825622184178,-0.3632794916398481,0.0187245209322545,-0.1373304870471637,0.020758189030747,0.9998525293692114,0.013074155567035015,-0.010696804419359093,0.003092627590362285
500,4366.552,364.983,-112.038,292.89,3.134952,0.041306,-0.033166,0.0,0,0,-3.175359005505526,-2.2148335051202337,-0.3727015561100337,0.0652999475196146,-0.1400760894272337,0.0203513319315518,0.9998524718021149,0.013174015487400813,-0.010577867565369084,0.0030965569441658105
625,4367.752,393.489,-112.069,292.939,3.134953,0.041133,-0.032907,0.0,0,0,-2.909727014113165,-2.4916179650683845,-0.1972258562608853,0.0949926408098375,-0.1166995808739761,0.0204861134809548,0.999854061214915,0.013118856040251037,-0.01049527619469868,0.0030985586702897707
750,4368.352,412.274,-112.066,292.904,3.134884,0.041269,-0.033384,0.0,0,0,-3.0362688423386373,-1.707074523845071,-0.211939893617425,0.0273100126586764,-0.1277603718536068,0.0204402539058761,0.999851780208698,0.01316249121735693,-0.010647619443171477,0.0031296387401394173
875,4369.36,426.244,-112.05199999999999,292.782,3.134879,0.041383,-0.033833,0.0,0,0,-3.1287027908237643,-1.6344722195534682,-0.4842802527301876,0.0206939271054966,-0.1339718492519775,0.0206825014407593,0.9998497677911166,0.013198845295304787,-0.01079082069632571,0.003128980604074353
1000,4369.96,451.724,-112.07499999999999,292.834,3.134878,0.041402,-0.033571,0.0,0,0,-3.059826802163604,-1.7773875395769128,-0.3016531992500235,0.0317843915133342,-0.1286414077052531,0.020889016874232,0.9998505802284704,0.013204920166787712,-0.010707269574398102,0.0031307632361913603
1125,4370.36,462.25,-112.06,292.85,3.134877,0.041533,-0.03354,0.0,0,0,-3.0615097136940745,-1.889918791187684,-0.2246676343058907,0.037859254679337,-0.1298664128058415,0.0205403165747382,0.9998501340465364,0.013246700147200289,-0.010697380948573369,0.0031305627568461495
1250,4370.952,465.528,-112.04400000000001,292.841,3.134897,0.041541,-0.033528,0.0,0,0,-3.068313173328992,-1.715910433123096,-0.1971559232175668,0.0290502338761911,-0.1305266284514699,0.0208044868558417,0.9998501742385915,0.013249167704088948,-0.010693485828042037,0.0031205754361692973
1375,4371.76,488.033,-112.064,292.82000000000005,3.134826,0.04151,-0.03325,0.0,0,0,-3.133844644540465,-1.8427618722394727,-0.3504058117020152,0.0357557834764607,-0.1371468809230316,0.0204401873304172,0.9998511260394836,0.013239592960470201,-0.010605070246582372,0.0031577556718690794
1500,4372.36,510.10699999999997,-112.053,292.795,3.134813,0.041585,-0.033548,0.0,0,0,-3.1176094763196325,-1.6063681885775347,-0.3208372024740624,0.0233790809531161,-0.1319128897999665,0.020661816905992,0.9998497815841109,0.013263551340119889,-0.010700147177067262,0.0031621705271755265
1625,4372.96,515.8549999999999,-112.056,292.841,3.134844,0.041461,-0.033528,0.0,0,0,-3.0914213485248365,-2.126842795666547,-0.3943098173854382,0.0584167833626994,-0.1316432097835678,0.0206265206814811,0.9998504223456657,0.013223879198095229,-0.010693669273624294,0.0031476009300179467
