,bolt1,nut1,jig1,bin1
x,669.4963966202223,700.8464391796126,687.9845441062856,512.8219250457992
y,-12.293218294980704,-13.824496039099483,9.687214072954912,153.30134027158877
z,78.29100866735683,78.3997729044399,81.72891225504986,40.285194475691355
rx,-0.40755805383384686,-0.6196388924478086,-0.02674946190336443,-0.00029530488562065003
ry,-1.004585706967077,-0.017710505780128845,0.026794429054444978,0.0033448174154575194
rz,-0.5069344769727373,0.11775730096891318,-0.01174897925826163,0.07813128559448715
qx,-0.19183372678414892,-0.30470541000591705,-0.013373855195039424,-0.00014761482032019042
qy,-0.4728490045252515,-0.008709083614535805,0.013396337298390036,0.0016719825706536804
qz,-0.23860927060148152,0.05790676974968143,-0.005874104976659352,0.03905568870008971
qw,0.8262440657400283,0.9506448185273396,0.9998035672245489,0.9992356257981948
