,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,1005.392,316.291,-112.024,292.91499999999996,3.134897,0.041344,-0.033279,0.0,0,0,-3.340408839392812,-2.8801713496185464,-0.3542343438640238,0.1100217857386002,-0.1703632457016643,0.0386460148847977,0.9998518423819247,0.013186358139179148,-0.010614086989980237,0.0031232037822315657,1.268350897819657
250,1006.384,349.972,-112.051,292.97499999999997,3.134929,0.041202,-0.033052,0.0,0,0,-3.1453229206583955,-1.7303690283033106,-0.1640853006806868,0.0130982815764325,-0.1525780904784791,0.0380801363339508,0.9998532503068659,0.013140952672020161,-0.010541594284636918,0.003109341345910409,33.952685750664266
375,1007.392,364.998,-112.072,292.948,3.134906,0.041159,-0.033279,0.0,0,0,-2.957606110182498,-2.8513692537636426,0.0166614852791599,0.1056269851258951,-0.1365555669461197,0.0389749679258978,0.9998526296498816,0.013127326428211716,-0.010614064875348229,0.003119921455077928,14.906784655224183
500,1008.392,391.523,-112.08,293.002,3.13487,0.041269,-0.03312,0.0,0,0,-3.0827828483916284,-1.8422220734557773,-0.1623202147990813,0.0252572010490551,-0.1474651627054057,0.0385477376097369,0.9998526454942238,0.013162561390711935,-0.010563474599829878,0.003138037637851092,26.525056173361854
625,1008.392,391.523,-112.08,293.002,3.13487,0.041269,-0.03312,0.0,0,0,-3.0827828483916284,-1.8422220734557773,-0.1623202147990813,0.0252572010490551,-0.1474651627054057,0.0385477376097369,0.9998526454942238,0.013162561390711935,-0.010563474599829878,0.003138037637851092,26.525056173361854
750,1009.392,414.87800000000004,-112.078,292.90500000000003,3.134883,0.041101,-0.033508,0.0,0,0,-3.042084107408207,-1.982152117780392,-0.0602171361367141,0.0363713709539614,-0.1446763933626646,0.0383742730599906,0.9998520590898632,0.013108916498846199,-0.010687174862979938,0.003130580686600788,23.355201519147737
875,1010.392,431.897,-112.11200000000001,292.922,3.134879,0.041067,-0.033404,0.0,0,0,-2.965902496849098,-2.5542834259341523,-0.1216193460117734,0.0826529269351275,-0.1387325244150958,0.0381079520809322,0.9998525460015502,0.013098095494800807,-0.01065402347160314,0.0031333580219652726,17.01904245250003
1000,1010.392,431.897,-112.11200000000001,292.922,3.134879,0.041067,-0.033404,0.0,0,0,-2.965902496849098,-2.5542834259341523,-0.1216193460117734,0.0826529269351275,-0.1387325244150958,0.0381079520809322,0.9998525460015502,0.013098095494800807,-0.01065402347160314,0.0031333580219652726,17.01904245250003
1125,1011.392,464.161,-112.114,292.89,3.134783,0.041206,-0.033383,0.0,0,0,-3.034671393413264,-2.017623582830223,-0.1008555192261477,0.0422726719631782,-0.1446665898198481,0.0387601535116677,0.9998518780189388,0.013142822481061174,-0.010647644587809185,0.003180550890032071,32.26401593106476
1250,1012.392,477.843,-112.113,292.94100000000003,3.134817,0.041172,-0.033246,0.0,0,0,-2.997847047457556,-1.952200469077466,-0.091822076435096,0.0325115452505693,-0.1414474774354943,0.0385272160191046,0.9998525387056284,0.013131844290619877,-0.01060383987384505,0.0031645046004918627,13.682095088106955
1375,1013.392,512.9050000000001,-112.137,292.98600000000005,3.134756,0.041325,-0.033014,0.0,0,0,-3.0274681268085777,-2.037865316388867,-0.0618064669525651,0.0390836135099995,-0.1393410493960974,0.0390770463058955,0.999852575385909,0.013180900739267329,-0.010530048566392537,0.003195219406576388,35.062037091418475
1500,1015.392,563.499,-112.11200000000001,292.938,3.134733,0.041398,-0.032982,0.0,0,0,-3.054665496322607,-1.9800691116610127,-0.1183378380074268,0.0366533060171056,-0.1439026353732137,0.038377049381411,0.9998523377765117,0.013204278348194895,-0.01051991662592792,0.0032064045800318975,33.97911972079328
1625,1017.4,564.787,-112.139,292.84,3.134707,0.041411,-0.033597,0.0,0,0,-2.98644691058755,-2.031774829206308,-0.1099874478843799,0.0417107850604771,-0.1386737956051661,0.0382622728813494,0.9998501671170471,0.013208505697816108,-0.010716142231038318,0.0032160517608091164,0.031151425531908528
1750,1018.392,569.727,-112.122,292.80699999999996,3.134736,0.041368,-0.033894,0.0,0,0,-3.007772625624366,-2.044931581001802,-0.0778812313340072,0.0412561692563159,-0.1400539234354444,0.0381531570268341,0.9998493820695601,0.013194657935294571,-0.01081076523058582,0.0032002394001712287,4.9799793061642275
1875,1020.4,569.774,-112.145,292.815,3.134701,0.041348,-0.033799,0.0,0,0,-3.001257519358582,-2.0234321451180888,-0.0925246715610776,0.039070102995,-0.138545470239205,0.0382164542729565,0.9998497318261127,0.013188430638694444,-0.010780588351485767,0.003218381477512973,0.05156549233746743
2000,1022.4,569.9100000000001,-115.815,292.81800000000004,3.134777,0.04136,-0.033338,0.0,0,0,-2.880338789771128,-2.2845992461143925,-0.0046412479642405,0.0610547335376279,-0.1316927766895355,0.0383884196698844,0.9998513764138149,0.013191960043242433,-0.010633306671218961,0.003182775966489634,3.696930348275449
2125,1023.392,569.781,-152.39,292.89500000000004,3.134747,0.041527,-0.033514,0.0,0,0,-3.017940686155875,-2.240732247902662,-0.0082201282112611,0.0516366615798224,-0.1405199835164315,0.0394241297453305,0.9998500299304292,0.01324533437400879,-0.010689530575541952,0.003195731765175959,36.87027070845088
2250,1023.392,569.781,-152.39,292.89500000000004,3.134747,0.041527,-0.033514,0.0,0,0,-3.017940686155875,-2.240732247902662,-0.0082201282112611,0.0516366615798224,-0.1405199835164315,0.0394241297453305,0.9998500299304292,0.01324533437400879,-0.010689530575541952,0.003195731765175959,36.87027070845088
2375,1024.4,569.7719999999999,-162.12099999999998,292.80899999999997,3.134664,0.041583,-0.033937,0.0,0,0,-2.9481107980432792,-1.9821752924027984,-0.0953947960939515,0.0370678687390574,-0.1363077515287208,0.0387535055116439,0.9998482094648957,0.0132635230104977,-0.010824716360225584,0.003234579248211489,9.654150969227006
2500,1024.4,569.7719999999999,-162.12099999999998,292.80899999999997,3.134664,0.041583,-0.033937,0.0,0,0,-2.9481107980432792,-1.9821752924027984,-0.0953947960939515,0.0370678687390574,-0.1363077515287208,0.0387535055116439,0.9998482094648957,0.0132635230104977,-0.010824716360225584,0.003234579248211489,9.654150969227006
