individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,491.59719586918453,141.31406859048195,8.244087408667085,0.4604099970521638,0.09447071426180914,-0.2523899887532313,0.22748481936690532,0.0466772083727698,-0.1247038321694806,0.964635086143137,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,539.8055812874873,-108.98358370782233,202.96525818849156,-0.3245476696650033,0.04400075942149567,0.05224921193719282,-0.16153112038144787,0.02189968572051393,0.026005035722407366,0.986281825357607,542.9047665695812,-111.10048170785079,143.51191999454355,-0.03996617789231763,-0.007000922958713333,0.011615018910289354,-0.01998160588680559,-0.00350020169008427,0.0058070784466434594,0.99977735614197,,,,,,,,,,
115,,,,,,,,,,,558.1227807072403,-137.45313022423767,163.43494427551207,-0.5066009754818993,-0.06050250762811269,0.08167561706501084,-0.2504921613771729,-0.0299158600910478,0.04038504235205498,0.9668132015843742,542.9659461399683,-111.96089152430406,143.35002670067394,0.014714388259727559,-0.07679994541076147,-0.0056105741200564874,0.007355310151338009,-0.03839013951045749,-0.002804568701848967,0.9992318204477587,,,,,,,,,,
