individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,396.5393040878441,49.10588656643324,11.034877173282865,0.12874980201783218,0.07714623497022596,0.6934364366753429,0.06303315587159508,0.037769150535170895,0.33949168321009526,0.9377343491415333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,551.9689957621067,-113.65971210995679,212.84470661989354,0.1073570752461016,0.18163596195061021,-0.02437476287382792,0.053577698324863886,0.09064737235089339,-0.012164486495187627,0.9943663858942522,557.5532553325968,-135.27010345866728,146.44581182863564,0.13909522905847466,-0.12142440059522024,0.024652177423306446,0.06944710648885286,-0.06062446092192274,0.012308275433219459,0.9956657473741437,542.7966812697096,-110.66525264011558,145.7816339936051,-0.0024220939426219507,-0.05968177951856328,-0.0030506996850344593,-0.0012108664784763682,-0.0298364423126446,-0.001525122506399502,0.9995528973065086,,,,,,,,,,
152,533.4641800578162,-132.10578978249524,206.4258404372893,0.09978861148882225,-1.3036633811087306,0.008691628268326246,0.046415408334287894,-0.6063825045947062,0.004042800767995371,0.7938069814209011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
