individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,611.0518955570235,202.0504161510665,7.601654689871893,0.05126136468195404,0.2545094548070757,0.45632050371434774,0.025337335879653585,0.12579828065452464,0.22554892838140508,0.965743492290208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,551.8697668092287,-112.98217551097403,213.3618583012586,0.10692417471117491,0.12287211623700633,-0.024293262436590662,0.05340169456317821,0.061366657627652234,-0.012132909925058891,0.9966118526518445,558.085437314125,-135.09568031479398,145.11510576213135,0.08072139191420753,0.08028348304137777,8.41755214775012e-05,0.04033890237858754,0.040120066171073034,4.206503459648569e-05,0.9983802639655155,542.4603061155055,-110.62505177641886,143.14790771308702,0.005433392405221103,-0.08156836751639435,-0.00499424900258934,0.0027159369652096457,-0.040772785767636106,-0.0024964266277840877,0.9991616343121064,,,,,,,,,,
151,531.4378870447448,-132.0325154346436,205.04945741142313,0.11952697994742634,-1.23983320140342,0.037155525320950074,0.05597102644329577,-0.5805780162064663,0.017398857489481986,0.8120921690637761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
