,bolt1,nut1,jig1,bin1
x,656.9125211110965,696.3796581806037,681.5228070463669,646.5361453763084
y,-205.28824308819685,-18.616458140378366,5.2028136935634075,247.11816249755879
z,22.905987449461186,86.9073147542527,83.60368163747201,49.026214215742634
rx,-0.4020775396452554,-0.14569248298666043,0.0023926441482088694,0.4657309040781163
ry,0.03613314470812616,0.5408661015464318,-0.01671463680101789,-0.5113339328310359
rz,0.2832452023812658,-0.19556461734270203,-0.027626061868316475,-1.503620022449099
qx,-0.1990077627563617,-0.07178249717892078,0.0011962698202821912,0.20718269539590406
qy,0.017884053648110583,0.2664840258916131,-0.00835695336350128,-0.22746942821203273
qz,0.14019184977877877,-0.09635443301480802,-0.013812427598586068,-0.6688928013460809
qw,0.9697537399997092,0.956320741321525,0.9998689649713263,0.6766944733517273
