,bolt1,nut1,jig1,bin1
x,564.2908982352692,696.389058027009,681.2957321447208,506.4163910960599
y,299.64407484504125,-17.967919910061028,6.1720152915943665,-234.99312735325384
z,48.859872773898275,85.4568298427551,83.57361698986836,65.7446373006255
rx,2.8063167486233116,-0.04169202828774559,-0.02634709665538459,-0.08119071471141487
ry,0.601086791150062,0.13994967252145304,0.03206292752513482,-0.029074607128932315
rz,0.6154308046192868,-0.05680762742376147,0.009747451731026497,0.05479179040497866
qx,0.9510005396549188,-0.020824695872700714,-0.013172550885695725,-0.04057770168538501
qy,0.20369541786171416,0.06990327617617834,0.01603024993203174,-0.014530981022780857
qz,0.2085562962913291,-0.028374766422607493,0.004873356848849164,0.02738398022192531
qw,0.1030069007175649,0.9969326640511429,0.9997728568946569,0.9986953581266175
