individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,629.3242395597297,235.50626657699087,-0.4497312020689037,0.18103266450538294,-0.029459614239748314,0.2638182800753722,0.09012746040626037,-0.014666525641827867,0.13134243843178814,0.9871226356299948,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,533.2426264204447,-114.90689014284663,198.5466779835923,-0.2899694819889047,-0.1910180271837359,0.046052164034351216,-0.14424469681344684,-0.09502150787742217,0.022908550214233544,0.984702787042354,539.3450472077582,-110.90890395309636,135.9445386139845,0.0850428233981088,-0.23605427406698495,-0.02642465264606925,0.042408727232087266,-0.11771435755386453,-0.013177312811262153,0.9920540248934578,,,,,,,,,,
115,,,,,,,,,,,554.5685545853104,-134.98757305266673,152.5631867625469,0.03822479244801456,-0.25746973162055425,0.03183533277689748,0.019057682051051048,-0.1283663289909853,0.015872097955185346,0.9914166464422111,539.8265032356339,-109.54957280108404,135.0006058177842,0.08345153053735442,-0.2139969826567413,-0.03559422077973682,0.041631900826608954,-0.10675779223930633,-0.017757074794920887,0.9932543707049469,,,,,,,,,,
