,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,308.688,310.616,-110.329,288.429,3.133768,0.052013,-0.069378,40.6,0,0,6.740229379895524,-3.333060412967523,0.0641973128783656,-0.0780306616938469,-0.6617926884133569,0.087994159567434,0.9996119307916036,0.016591150128619503,-0.022130252314293806,0.0033126256954001273
125,310.288,345.019,-110.357,288.45,3.133775,0.051801,-0.068968,40.6,0,0,6.645698152325298,-3.6085487576794657,0.2097994123281917,-0.0538152779771511,-0.6682563037809175,0.0889550349283969,0.9996159271491298,0.01652355534211999,-0.021999508983134138,0.003315405426586767
250,311.688,360.618,-110.32799999999999,288.437,3.133793,0.05207,-0.069103,40.6,0,0,6.753484801287974,-3.341450053831285,0.0903651176917834,-0.0765080563700344,-0.6607195070604385,0.08762799032818,0.9996136046790611,0.016609227347064312,-0.0220423936501668,0.0033026942998143865
375,312.688,368.61699999999996,-110.351,288.394,3.133748,0.051859,-0.069703,40.6,0,0,6.637929173016503,-2.50505164509405,0.0264846528685916,-0.1525328146625482,-0.6732304343782353,0.0878041368239114,0.9996104152491904,0.016542107573553382,-0.02223402927552385,0.003320292839697732
500,314.088,410.529,-110.372,288.426,3.13374,0.051905,-0.069375,40.6,0,0,6.752772336196503,-3.3293602583272066,0.1111341831499502,-0.0765202972787094,-0.6602092398124116,0.0878420302124792,0.999612466367801,0.016556857003714637,-0.022129504953910088,0.003327548457195145
625,315.888,423.207,-110.356,288.45799999999997,3.13372,0.052124,-0.069268,40.6,0,0,6.749179476606719,-2.854407060918128,-0.0683685973172981,-0.1211987563814877,-0.6629171729968946,0.0881523409081005,0.9996120261218467,0.016626813260142943,-0.02209550496707047,0.0033369107927405
750,317.088,460.431,-110.408,288.437,3.133703,0.05207,-0.069255,40.6,0,0,6.758380476408976,-3.31949768715635,0.0346972199901821,-0.0769798510119732,-0.659456973140341,0.0881938960395588,0.9996123693477361,0.016609683837918467,-0.022091485580853533,0.0033459997968519595
875,318.888,486.027,-110.421,288.468,3.13375,0.051888,-0.069082,40.6,0,0,6.683950026681722,-3.0895671165926237,0.2973012744455728,-0.0961255125471549,-0.665629373160569,0.0881261896075345,0.9996146270562748,0.01655141723771711,-0.02203601999722428,0.00332592622432647
1000,319.488,506.768,-110.458,288.597,3.13367,0.051778,-0.068636,40.6,0,0,6.775434284284176,-3.3951412341857865,0.0637234485397851,-0.0702562354955884,-0.6609582454995582,0.0877663283683708,0.9996181582167957,0.01651680904375676,-0.021894389615807662,0.003371718497176594
1125,321.288,538.335,-110.443,288.375,3.133668,0.051969,-0.069437,40.6,0,0,6.692859158206353,-4.723363898521924,0.0612251316725894,0.0406123097740835,-0.6651090877062299,0.087079273903588,0.9996115567565741,0.01657763776924754,-0.02214977070529049,0.003362318008933218
1250,323.296,572.631,-110.44800000000001,288.394,3.133609,0.052065,-0.069518,40.6,0,0,6.7240901645065385,-3.6196006994057233,-0.3163700385109261,-0.0548118292009947,-0.6614192970253171,0.0879848055707415,0.9996103681410168,0.016608553848697156,-0.022176000123955222,0.003390112466880426
1375,325.096,610.459,-110.494,288.431,3.133588,0.051892,-0.069497,40.6,0,0,6.733566577560718,-3.3022470321538573,0.0741114603044125,-0.078736196715137,-0.6618261613853906,0.0879037185627369,0.9996113848966034,0.01655349522178874,-0.02216947231613066,0.0034022754534459125
1500,327.088,619.436,-110.527,288.491,3.13357,0.051866,-0.069034,40.6,0,0,6.753368945731107,-3.3186953694151016,0.1525717516070992,-0.078117419646801,-0.6591290873560092,0.0874861063240571,0.999614731153811,0.016545351674295952,-0.022021976005154563,0.003416602273694284
1625,328.296,620.383,-110.528,288.54600000000005,3.133577,0.051846,-0.069291,40.5,0,0,6.755624558333478,-3.3121070734284923,0.0904934736501135,-0.0785382988103506,-0.6600088206524879,0.0876306147646113,0.9996130512847317,0.016538906896785433,-0.022103872965805644,0.003410433960561337
1750,329.296,620.389,-101.56700000000001,288.567,3.133504,0.051991,-0.069234,40.6,0,0,6.699591438402351,-3.411126543897441,0.0173007589632767,-0.0661319675627014,-0.66318289757006,0.0876786814224741,0.9996125462444462,0.01658553998711826,-0.02208619329245726,0.003446348774986831
1875,330.296,620.4159999999999,-64.55,288.48,3.13354,0.051992,-0.069428,40.6,0,0,5.8550890171665255,-3.4923771126496885,0.1390248596571123,-0.06367101992964,-0.7339505857233495,0.0857408906311561,0.9996112506932874,0.016585646950747525,-0.022147797670728175,0.0034262021194361703
2000,332.096,620.382,-33.24100000000001,288.508,3.133489,0.05153,-0.069486,40.6,0,0,6.92608664919158,-3.599696495853794,0.0718325594230257,-0.0525016006945961,-0.6443230367703283,0.0876859803178693,0.9996131625447011,0.01643856616887069,-0.02216670306249076,0.0034548639672183877
2125,333.296,620.409,-9.42699999999999,288.481,3.133484,0.052044,-0.069476,40.6,0,0,6.828934492009286,-3.3261900893185614,0.0943269762268039,-0.0783782550596171,-0.6519515566010938,0.0880962890287723,0.9996105297877317,0.016602519882747992,-0.022163489957993224,0.003453228042747704
2250,334.496,620.408,30.798999999999992,288.439,3.133524,0.05205,-0.069537,40.6,0,0,7.073659444402039,-3.5693107813889298,0.0671441098628417,-0.0578217873861869,-0.6336976121315377,0.088711413359303,0.999610147802336,0.016604215634892724,-0.022182657879030458,0.00343250974711152
2375,336.496,620.439,51.91899999999999,288.443,3.133549,0.05214,-0.069479,40.6,0,0,6.508455367334888,-3.0938855619971903,0.0834489347130673,-0.0963587798733151,-0.6816834864306868,0.087371069214212,0.9996101302375754,0.016632793101555833,-0.022163978364077443,0.003419909813898944
2500,337.896,620.463,89.15700000000001,288.47,3.133627,0.051825,-0.069295,40.6,0,0,7.260101978406246,-3.3730694489367736,0.1170272499255793,-0.0776030907078086,-0.6177016019040404,0.0894350010893609,0.9996132304190397,0.016531947058940562,-0.022104800220922066,0.00338557304534827
2625,339.296,620.5500000000001,120.97,288.391,3.133569,0.051917,-0.069211,40.6,0,0,6.970331377206074,-3.286361609089853,0.1240584399063289,-0.0803860623288237,-0.6394989397921238,0.0874682276591885,0.9996132235392221,0.016561601077393153,-0.022078413085645503,0.003414728524816477
2750,340.096,620.46,139.004,288.47299999999996,3.133596,0.051732,-0.06931,40.6,0,0,6.740283977335559,-3.263053036723652,0.0530248964327921,-0.0827346592085497,-0.6591566819890198,0.0879164720335163,0.9996135523687477,0.016502449036550997,-0.022109811001379216,0.003401669297836022
2875,341.496,620.466,163.01799999999997,288.402,3.133601,0.05178,-0.069533,40.6,0,0,6.625798062611508,-3.73637403198116,0.0954962081560509,-0.0419058659329941,-0.6683788513590473,0.0877728431929253,0.999611744353881,0.016517704750108247,-0.022180872236177613,0.0033963048187721167
3000,343.096,620.4830000000001,189.064,288.48,3.133647,0.051598,-0.069218,40.6,0,0,6.542933775094558,-3.2948835050269367,0.1582957103973188,-0.0799299731794554,-0.6754310394521792,0.0882713424918491,0.9996149963398937,0.01645945908430204,-0.02208013564280047,0.0033782997265180813
3125,344.496,620.524,198.867,288.433,3.133656,0.051858,-0.069306,40.6,0,0,6.715239790511731,-3.2975081199416696,0.1026137442576387,-0.0789206924544231,-0.6610734556025685,0.0876276087596222,0.9996130361885875,0.016542317609421,-0.022108100278424386,0.003370684206754725
3250,346.496,620.536,203.83499999999995,287.05,3.133594,0.051721,-0.069562,40.5,0,0,6.712526032837332,-3.10355640303923,0.1030744315717028,-0.1002117000192112,-0.6635680795222413,0.0878583603604081,0.9996118356246982,0.016498922244025556,-0.02219017476728806,0.0033999687651950863
3375,347.688,620.545,203.817,246.71599999999998,3.133763,0.051365,-0.069257,40.6,0,0,6.833589794556652,-3.542445913902175,0.0279598347113062,-0.058411035961022,-0.6512264116606737,0.0875991254679899,0.9996161589993849,0.016384545993747265,-0.02209178432568781,0.003321804509993331
3500,348.296,620.48,203.801,238.51,3.133642,0.051527,-0.069405,40.6,0,0,6.772881034223868,-3.553344337690944,0.0639718227116758,-0.0557333420550114,-0.6577085247144131,0.0877056790363158,0.9996140456773032,0.016436821095586033,-0.02213980181534241,0.0033793153897182476
3625,349.496,620.509,203.73,204.557,3.133642,0.051366,-0.069272,40.6,0,0,6.680700369760801,-3.309224833561589,0.1431802977473557,-0.0801033313170305,-0.6621153894408334,0.0875837233673288,0.9996158168331066,0.016385492040076485,-0.022097414721803883,0.0033821073752750026
3750,350.496,620.536,203.778,188.57299999999998,3.13369,0.05146,-0.069225,40.6,0,0,6.681882274946799,-3.366010229939822,0.0712589976533087,-0.072668009257663,-0.6645644918133241,0.0874662039403364,0.9996157495635659,0.016415225013495623,-0.02208208223006674,0.00335786488870865
3875,351.696,620.545,203.74299999999997,161.917,3.133736,0.051265,-0.069275,40.6,0,0,6.676833035849452,-3.231231189846178,0.0301780746736754,-0.0850888419714277,-0.6644555117271476,0.0882580503074164,0.9996165006454105,0.016352794206527597,-0.022097723957031103,0.0033359189111676216
4000,353.696,620.5039999999999,208.63899999999998,138.52200000000002,3.133622,0.05143,-0.069531,40.6,0,0,6.824676822564448,-3.3223217059248267,0.1129138078665079,-0.0780891289782561,-0.6529412686139735,0.0878386178091909,0.9996136266166538,0.016405976476069707,-0.022180127364526594,0.0033887118881580475
4041,354.208,620.5260000000001,208.769,138.6,3.133702,0.051358,-0.069322,40.5,0,1,6.742658497393679,-3.311454583441281,0.0827975481320171,-0.0780009015743938,-0.6584632071887024,0.0879635891342297,0.9996156232507531,0.016382623229302652,-0.022112936786902106,0.0033516318105062375
4100,354.288,620.538,208.76800000000003,138.624,3.13377,0.051339,-0.069247,40.5,0,1,6.759542600363802,-3.3182903817702103,0.0870047792021096,-0.0783616018963107,-0.6576628728820928,0.0875481618203637,0.9996163774649665,0.016376219442611906,-0.022088549986219962,0.0033186292488654547
4225,354.904,620.509,208.77200000000005,138.56199999999998,3.133677,0.051375,-0.06943,40.6,0,1,6.7409744887381295,-3.3517875160834096,0.091679483714965,-0.0749902710712451,-0.6589545697180007,0.0877520078551682,0.9996147288045745,0.016388162115091955,-0.022147544440892158,0.0033627926913795004
4350,355.504,620.514,208.77100000000002,138.6,3.13369,0.051414,-0.069354,40.6,0,1,6.757820426413997,-3.3293180486334486,0.0896538507757423,-0.0765509545478102,-0.6583623849065225,0.0875055753778298,0.9996150845755425,0.016400540563478498,-0.022123217221758428,0.0033568166491051593
4475,356.096,620.505,208.78700000000003,138.579,3.133682,0.051394,-0.069413,40.6,0,1,6.760536340865507,-3.3360331643914805,0.0714837197736223,-0.076009902523281,-0.6584190774346815,0.0878595619159371,0.9996147590395554,0.016394197281689372,-0.022142086934543028,0.003360326169245736
