,bolt1,nut1,jig1,bin1
x,625.7676000318313,379.93340918002036,550.9028759225587,337.7147914948041
y,112.92591019038825,270.4035712383239,-106.87119561997653,-10.012328358661563
z,21.701064169786207,11.758069151528254,159.23542626318266,60.827097571368824
rx,-0.48480922368528323,-0.5370850159726422,0.010879786135702238,-0.012264679893263245
ry,-0.650066577655086,-0.5062250538394893,-0.016317443880651705,-0.03922862607506354
rz,-0.4155128892348321,0.6549043009060665,-0.00805986242708804,-0.18108388326301322
qx,-0.2341052541025475,-0.25778018682517856,0.0054397911633368365,-0.006123533440962926
qy,-0.3139049215868642,-0.24296858983862757,-0.008158569104491375,-0.019586145395089266
qz,-0.2006433577681886,0.3143289200396872,-0.004029855721585302,-0.09041191653029372
qw,0.8979981476532303,0.8807456895488553,0.999943801763444,0.9956930102175464
