,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,1204.872,315.033,-111.984,292.965,3.135042,0.041284,-0.032885,0.0,0,0,-2.9882792172989707,-2.039819123866838,-0.1332325759829133,0.0380693401859219,-0.1369440450164873,0.0371509893309411,0.9998536495282184,0.013166636385452882,-0.010487957502558327,0.003053188304137739,0.09870157040291004
250,1205.872,315.048,-111.986,292.974,3.135005,0.041341,-0.032866,0.0,0,0,-3.112826664604865,-1.34606014664013,0.0238422178709076,-0.0269851560716653,-0.1498208385807617,0.0376538243618144,0.9998534144272206,0.013184967808930362,-0.010482019109559645,0.0030714096915105907,0.01760681686165591
375,1205.872,315.048,-111.986,292.974,3.135005,0.041341,-0.032866,0.0,0,0,-3.112826664604865,-1.34606014664013,0.0238422178709076,-0.0269851560716653,-0.1498208385807617,0.0376538243618144,0.9998534144272206,0.013184967808930362,-0.010482019109559645,0.0030714096915105907,0.01760681686165591
500,1206.872,326.002,-112.0,292.95,3.135001,0.041278,-0.033294,0.0,0,0,-2.5499849068924223,-2.455220357791124,0.0323867205048483,0.0786424637196592,-0.0991290939193173,0.0369817002732344,0.9998522383210028,0.013164876404637305,-0.010618523063520383,0.003071566649197802,10.954035238212454
625,1207.872,362.085,-112.00200000000001,292.925,3.134975,0.041346,-0.033678,0.0,0,0,-2.9533802505065023,-2.274644219734462,-0.091380538378695,0.0575291027805857,-0.1321582203421674,0.0378457475777092,0.9998506101502016,0.013186651672587577,-0.010741064553509514,0.0030820662213651177,36.08300871601477
750,1207.872,362.085,-112.00200000000001,292.925,3.134975,0.041346,-0.033678,0.0,0,0,-2.9533802505065023,-2.274644219734462,-0.091380538378695,0.0575291027805857,-0.1321582203421674,0.0378457475777092,0.9998506101502016,0.013186651672587577,-0.010741064553509514,0.0030820662213651177,36.08300871601477
875,1208.88,367.93,-112.015,292.961,3.135009,0.041183,-0.033252,0.0,0,0,-2.615963157788685,-1.8663908983758013,-0.0537614830694607,0.0323615677404417,-0.106031506797091,0.0374373135830026,0.9998527892134433,0.013134551581248165,-0.010605106698872447,0.003068414698669196,5.798735435955705
1000,1209.88,404.144,-111.994,292.951,3.135009,0.041371,-0.033498,0.0,0,0,-3.0197206787710504,-1.996915045562389,-0.1760057845560967,0.0359758524286636,-0.1406213462032613,0.0374183810872551,0.9998511727939147,0.01319448935223377,-0.01068354655002603,0.0030658679815641554,36.21400746948617
1125,1210.88,415.28,-111.993,293.022,3.134975,0.041302,-0.03296,0.0,0,0,-2.9346572647063933,-2.497152957992904,-0.2079749424827795,0.0761537154591505,-0.1331844434947541,0.03776601334995,0.9998532155149564,0.0131726528942651,-0.010512097220351986,0.003086171116307317,11.136226380601252
1250,1211.872,444.801,-111.998,293.028,3.134956,0.0413,-0.033044,0.0,0,0,-3.00927997768958,-1.6355490241579715,-0.3063536164244616,0.0059041486371101,-0.1382912326247196,0.037440838710211,0.9998529122188461,0.013172090860171036,-0.010538948435435633,0.0030952408208289495,29.7590736221411
