,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,9167.08,315.024,-112.04,292.929,3.134949,0.04108,-0.033167,0.0,0,0,-3.09862081127455,-1.6542503107328232,-0.2696349024655278,0.0397794606003041,-0.1345045755965351,0.0095131843399883,0.9998534057825983,0.01310196048150995,-0.010578206506578397,0.0030995360272016263,0.041146081222869134
250,9168.08,315.012,-112.03299999999999,292.918,3.134948,0.041118,-0.033205,0.0,0,0,-3.0892183417902266,-1.685207862914562,-0.286597876066579,0.0422270695165489,-0.1355342028780981,0.0096586564298633,0.9998531184353772,0.01311408052823391,-0.010590326473564058,0.0030995858003796976,0.017720045146656923
375,9169.08,326.00800000000004,-112.056,292.914,3.134957,0.041052,-0.033388,0.0,0,0,-2.5902332594700286,-1.6954843530393406,-0.1965887525564321,0.0461618789981095,-0.0881340208212649,0.0095463714807961,0.9998527909174457,0.013092988762762289,-0.010648658014496428,0.0030945471951819457,10.996024781710927
500,9170.08,362.13800000000003,-112.092,292.87800000000004,3.134874,0.040929,-0.033529,0.0,0,0,-3.24911779485397,-2.031983275302086,-0.3680905260003702,0.0730335018174163,-0.1501286038687106,0.009386384501339,0.9998526869406916,0.013054103808891703,-0.010693910103064573,0.0031360927814609446,36.130035870449944
625,9171.08,365.61100000000005,-112.079,292.977,3.134884,0.040906,-0.032958,0.0,0,0,-3.082127119715238,-1.7006447087345409,-0.2727380980699763,0.0432108612317998,-0.1350510182664166,0.0096444345120547,0.9998547199762494,0.013046752982039672,-0.010511780295850573,0.003134270705159262,3.4744350619921045
750,9173.08,414.988,-112.066,292.95,3.134834,0.041115,-0.03302,0.0,0,0,-3.149068961838016,-1.368095120202934,-0.2458880792940355,0.0175060721406177,-0.1411255468454187,0.0096352587076048,0.9998535623401313,0.01311360640327829,-0.010531710651495784,0.0031575740058299474,18.288007928694704
875,9174.08,433.976,-112.095,292.999,3.134828,0.041091,-0.032985,0.0,0,0,-2.8380565218028337,-2.227417818723387,0.01493093082489,0.0811659211893297,-0.1152167952277116,0.0095428737728766,0.999853769074242,0.013105979411001075,-0.010520569732346996,0.0031609150917954205,18.98808536951527
1000,9174.08,433.976,-112.095,292.999,3.134828,0.041091,-0.032985,0.0,0,0,-2.8380565218028337,-2.227417818723387,0.01493093082489,0.0811659211893297,-0.1152167952277116,0.0095428737728766,0.999853769074242,0.013105979411001075,-0.010520569732346996,0.0031609150917954205,18.98808536951527
1125,9175.08,464.60200000000003,-112.12700000000001,292.894,3.134822,0.040976,-0.033137,0.0,0,0,-3.0954800500733146,-1.46712631267126,-0.3174742452912267,0.0261105122571394,-0.1370993021473377,0.0093984195015385,0.999853728036059,0.013069324625132,-0.010569069945895137,0.003163865786727149,30.626196711312392
1250,9176.08,477.664,-112.11500000000001,292.99199999999996,3.134746,0.041149,-0.032758,0.0,0,0,-3.0836780620065727,-1.7637306952963543,-0.3624194264819975,0.0509529589175025,-0.134422463423148,0.0096237232935415,0.9998541451161037,0.013124826769818847,-0.010448445292126803,0.003202718749013418,13.0623731381399
1375,9177.088,512.9019999999999,-112.109,292.931,3.134767,0.041285,-0.033014,0.0,0,0,-3.0702968114655613,-1.5965377486807653,-0.4105564935478314,0.0390660205592022,-0.1351281940560689,0.0096182772235476,0.9998527611577857,0.013168098695819875,-0.010530013572575932,0.003189983706894885,34.95838621914096
