,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,444.312,315.02799999999996,-112.004,292.949,3.135069,0.04106,-0.033073,0.0,0,0,-2.776461691740868,-1.7276056511935245,-0.0037288324827357,0.0170768925037166,-0.1265721839477142,0.0409678405275091,0.9998539990032232,0.013095088241781072,-0.010547828870443872,0.0030401722521011384,0.028442925306683676
250,445.312,334.78200000000004,-112.038,292.909,3.134963,0.041189,-0.032919,0.0,0,0,-2.983340970346449,-2.2866657614830896,-0.1051102544264576,0.0564356909580216,-0.1459718275898042,0.0412875117752324,0.9998538043178613,0.013136671260888372,-0.010499067256723501,0.0030931288402127467,19.7540697579006
375,445.312,334.78200000000004,-112.038,292.909,3.134963,0.041189,-0.032919,0.0,0,0,-2.983340970346449,-2.2866657614830896,-0.1051102544264576,0.0564356909580216,-0.1459718275898042,0.0412875117752324,0.9998538043178613,0.013136671260888372,-0.010499067256723501,0.0030931288402127467,19.7540697579006
500,446.312,364.65999999999997,-112.03299999999999,292.97,3.134952,0.041145,-0.033297,0.0,0,0,-2.887273055743741,-2.086007691984675,-0.0772978206661907,0.0409010528407584,-0.1376091653199002,0.0418210510510567,0.9998527029707271,0.013122669649720494,-0.010619650779602462,0.0030969211670172025,29.87806268819978
625,447.312,365.013,-112.009,292.96,3.134974,0.041326,-0.03309,0.0,0,0,-2.9331837935008505,-2.2818593343139177,-0.0068418018508209,0.0544681579598061,-0.1426275696067187,0.041940937427995,0.9998526789901288,0.013180304465665763,-0.010553556472169582,0.0030858282912915765,0.3539562119810958
750,447.312,365.013,-112.009,292.96,3.134974,0.041326,-0.03309,0.0,0,0,-2.9331837935008505,-2.2818593343139177,-0.0068418018508209,0.0544681579598061,-0.1426275696067187,0.041940937427995,0.9998526789901288,0.013180304465665763,-0.010553556472169582,0.0030858282912915765,0.3539562119810958
875,448.312,369.935,-112.005,292.964,3.134982,0.041348,-0.033115,0.0,0,0,-2.952695085686643,-2.1012542645227583,0.024430336860411,0.0400871742172848,-0.1450017868275811,0.0414757865799234,0.9998525162437756,0.01318728523533712,-0.010561501174620022,0.0030815518900475514,4.922003250710045
1000,449.312,375.735,-111.99000000000001,292.982,3.134999,0.041494,-0.033102,0.0,0,0,-2.8557956751707203,-2.173721003225217,0.0553561074883315,0.0516646155117131,-0.1361005568257807,0.0411154326548799,0.9998519754175323,0.013233770686362289,-0.01055729207258795,0.003072157413489713,5.800047327393124
1125,449.312,375.735,-111.99000000000001,292.982,3.134999,0.041494,-0.033102,0.0,0,0,-2.8557956751707203,-2.173721003225217,0.0553561074883315,0.0516646155117131,-0.1361005568257807,0.0411154326548799,0.9998519754175323,0.013233770686362289,-0.01055729207258795,0.003072157413489713,5.800047327393124
1250,450.304,381.019,-112.02,292.982,3.134985,0.041328,-0.033033,0.0,0,0,-2.989551678823631,-2.2436071016475685,-0.1793072040303548,0.0561485592940395,-0.147950955026715,0.0416869494801967,0.9998528793143422,0.01318089872720384,-0.010535342326164453,0.003080616437212328,5.326698752086095
1375,450.304,381.019,-112.02,292.982,3.134985,0.041328,-0.033033,0.0,0,0,-2.989551678823631,-2.2436071016475685,-0.1793072040303548,0.0561485592940395,-0.147950955026715,0.0416869494801967,0.9998528793143422,0.01318089872720384,-0.010535342326164453,0.003080616437212328,5.326698752086095
1500,451.312,384.835,-112.027,292.943,3.13498,0.041555,-0.033229,0.0,0,0,-2.9240599382038823,-2.0561518896841617,-0.0468484341278539,0.039184788819322,-0.141249201256796,0.0414024485429019,0.9998512617724004,0.0132532964111261,-0.01059785312105184,0.003080580400237392,3.7859183603607245
