,bolt1,nut1,jig1,bin1
x,655.8579953213581,697.6385519399353,684.3825600623692,353.7508314782142
y,-23.21501994958166,-14.495359787310989,9.92253353391073,-163.41953544473859
z,60.218127839732944,66.60803628216556,70.01031758500304,21.651613530372316
rx,-0.8018588691370356,-0.2183149026030382,-0.029960668176294253,-0.01258465936403836
ry,0.13079184476046687,-0.00025869877820110433,0.005814726528979532,0.0011532691910125148
rz,0.544197854318245,0.03846378549434745,-0.009841338092513039,-0.024810074080939718
qx,-0.38514500191796536,-0.10893408445624633,-0.014979692248617414,-0.006292126430346496
qy,0.06282131088147318,-0.00012908470387167537,0.0029072386971296924,0.0005766159693452031
qz,0.2613865004333248,0.01919253888575299,-0.0049204582178539,-0.012404636339194561
qw,0.8828328878037809,0.9938636702445348,0.9998714646764457,0.9999030961329707
