individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,606.8896383963969,67.88261222187069,6.7292543524553,-0.214286231106189,0.1694815055745148,-0.4279938156218881,-0.10599582862464604,0.08383335003461367,-0.21170543202369926,0.9679450727121904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,552.2429199414443,-114.30363957398032,213.3643091979484,-0.004321339893682665,0.2208459566163334,-0.01055822055213798,-0.0021562699944507276,0.11019811478928683,-0.005268359983589838,0.9938933395388468,558.6793660036324,-134.95388905203595,146.1936672048787,-0.19112627933057136,-0.06246189807038726,0.08433991356392588,-0.09537394170270999,-0.031169117329501877,0.04208646779308085,0.9940628886532732,543.4028021110419,-110.71002398035559,145.71337725353004,-0.019817738678644822,-0.03343481589277443,0.010455336989853445,-0.009908200527408336,-0.016716279583379883,0.005227315646700299,0.9997975138648469,,,,,,,,,,
151,531.9131487830787,-132.9827514111831,207.37433520269212,-0.06659464572342445,-1.2661549513190453,-0.12419851875749989,-0.031090823268175367,-0.5911255986716486,-0.05798415405490092,0.8038916128323083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
