,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,1477.744,315.133,-112.03399999999999,292.902,3.134886,0.041231,-0.033375,40.5,0,0,-3.0205837788794754,-1.8857441671214603,-0.2790205780370601,0.0385953974317418,-0.140436022483143,0.0299621947901336,0.9998519725753766,0.01315036549375491,-0.010644744205914727,0.0031289367682199427,0.12168812596141
250,1478.728,343.451,-112.054,292.91499999999996,3.134897,0.041118,-0.03348,40.5,0,0,-3.093065246374445,-1.708571640047385,-0.2711991857007257,0.0297845219117371,-0.1489959785543657,0.030272737624482,0.9998521064372331,0.013114280600761733,-0.010678197249708225,0.003123619831038354,28.778465494519693
375,1480.736,381.581,-112.045,292.997,3.134878,0.041173,-0.033012,40.6,0,0,-2.718400831282225,-2.245537452596364,-0.0617754016844723,0.0696815984737912,-0.1187049128159231,0.0305458457517587,0.9998534207204679,0.013131919293613285,-0.010529009781185771,0.003135238790331579,16.765248770993576
500,1481.728,414.04400000000004,-112.03200000000001,292.859,3.134806,0.041427,-0.033622,40.6,0,0,-2.929849364961722,-2.0474901839216133,-0.38593987526704,0.0561070660578476,-0.1353583683506111,0.0311281937757832,0.9998501820620336,0.01321319197815873,-0.010723777746147509,0.0031663194908651683,32.72509669371287
625,1482.736,419.142,-112.028,292.979,3.134789,0.041464,-0.033045,40.5,0,0,-3.044909469983597,-1.9783792230364805,-0.3354648766084439,0.0466785531501004,-0.1447981102517162,0.0305751672890079,0.9998519449713419,0.013225088210495737,-0.01053981863582461,0.0031776409446872714,5.058942154551846
750,1483.744,456.43600000000004,-112.04,292.906,3.134762,0.041514,-0.033294,40.6,0,0,-2.9536330956214014,-1.6326497279927403,-0.398156112619918,0.0210346207445556,-0.1364944205731338,0.030982845321125,0.999850853660334,0.01324113547977649,-0.010619317932834186,0.0031894909545500515,36.998088667013185
875,1484.728,464.977,-107.222,292.91499999999996,3.134719,0.041503,-0.033015,40.6,0,0,-2.912808401932835,-2.1515046887433447,-0.3414821218316901,0.0596114283604943,-0.1319346611266751,0.0305590430781034,0.9998517633339766,0.013237820593695968,-0.010530483263881465,0.003212535773491753,9.965667379738573
1000,1484.728,464.977,-107.222,292.91499999999996,3.134719,0.041503,-0.033015,40.6,0,0,-2.912808401932835,-2.1515046887433447,-0.3414821218316901,0.0596114283604943,-0.1319346611266751,0.0305590430781034,0.9998517633339766,0.013237820593695968,-0.010530483263881465,0.003212535773491753,9.965667379738573
1125,1485.744,464.899,-69.47,292.925,3.134731,0.041415,-0.033205,40.6,0,0,-3.101906359186616,-1.8945619768840791,-0.1911666726021257,0.0391337250756721,-0.1472588436735374,0.0294509806700984,0.9998515162333566,0.013209698230822506,-0.010591042611480412,0.003206115236580918,37.15756092801407
1250,1487.736,464.915,-50.817,292.938,3.134686,0.041369,-0.033082,40.5,0,0,-3.130760758293352,-1.9892430975013853,-0.4201081492868206,0.0474853847069878,-0.1462025476906071,0.0301293567185283,0.999852045047927,0.013195222504451067,-0.010551967678509275,0.003229565705811655,11.244047536363407
1375,1488.736,464.918,-14.829,292.928,3.134645,0.041301,-0.033229,40.6,0,0,-2.93414394895655,-1.7806165765586544,-0.3116853546422469,0.0321073487926199,-0.1299236056840622,0.028946682283108,0.9998517661165452,0.013173701581001814,-0.010598991061599219,0.0032497336438657206,35.98800151439366
1500,1488.736,464.918,-14.829,292.928,3.134645,0.041301,-0.033229,40.6,0,0,-2.93414394895655,-1.7806165765586544,-0.3116853546422469,0.0321073487926199,-0.1299236056840622,0.028946682283108,0.9998517661165452,0.013173701581001814,-0.010598991061599219,0.0032497336438657206,35.98800151439366
1625,1489.744,464.903,-12.112,292.89799999999997,3.134695,0.041367,-0.033341,40.6,0,0,-3.066487287605332,-1.870566898124136,-0.2977678407702406,0.0393450766964361,-0.1404893355378256,0.0294439592168936,0.9998511981808572,0.013194535517856609,-0.010634539819200262,0.0032237077420226414,2.6956418868311323
1750,1489.744,464.903,-12.112,292.89799999999997,3.134695,0.041367,-0.033341,40.6,0,0,-3.066487287605332,-1.870566898124136,-0.2977678407702406,0.0393450766964361,-0.1404893355378256,0.0294439592168936,0.9998511981808572,0.013194535517856609,-0.010634539819200262,0.0032237077420226414,2.6956418868311323
1875,1490.744,464.855,4.5009999999999994,292.925,3.134628,0.041498,-0.033258,40.6,0,0,-3.2524458359296995,-1.9316840156693809,-0.3999543356295448,0.0451598740407091,-0.1536713160116311,0.0294459825107528,0.9998508139210195,0.013236597476987529,-0.01060828856546463,0.0032567779198320844,16.613091283683477
2000,1490.744,464.855,4.5009999999999994,292.925,3.134628,0.041498,-0.033258,40.6,0,0,-3.2524458359296995,-1.9316840156693809,-0.3999543356295448,0.0451598740407091,-0.1536713160116311,0.0294459825107528,0.9998508139210195,0.013236597476987529,-0.01060828856546463,0.0032567779198320844,16.613091283683477
2125,1491.736,464.83200000000005,36.983000000000004,292.914,3.134663,0.041705,-0.03338,40.6,0,0,-2.9015853096803736,-1.8960937804945135,-0.399462286985572,0.0435706596146951,-0.1314923458076052,0.0295376790975057,0.9998495909936377,0.013302459368802852,-0.010647070944266616,0.003237258856603122,32.74396169912682
2250,1492.744,464.863,43.126,292.978,3.13468,0.041664,-0.033156,40.5,0,0,-3.193360235847984,-2.1591121145491328,-0.4023818705080497,0.0613897939392912,-0.1495231242913298,0.0299524966184017,0.9998505472246867,0.013289322418737908,-0.010575575415602776,0.003230221164966013,6.094654358054767
2375,1492.744,464.863,43.126,292.978,3.13468,0.041664,-0.033156,40.5,0,0,-3.193360235847984,-2.1591121145491328,-0.4023818705080497,0.0613897939392912,-0.1495231242913298,0.0299524966184017,0.9998505472246867,0.013289322418737908,-0.010575575415602776,0.003230221164966013,6.094654358054767
2500,1493.736,464.873,80.251,292.97299999999996,3.134616,0.041279,-0.033135,40.5,0,0,-3.24731607921781,-2.2484235290171672,-0.0038739771461539,0.0675350218151631,-0.1540727732741601,0.029178185416206,0.9998521238733014,0.013166810805969858,-0.01056910962125563,0.0032648738202562147,37.42439685836146
2625,1494.744,464.856,87.922,293.011,3.134771,0.041366,-0.033108,40.6,0,0,-3.09540198070836,-1.921414077326055,-0.3125593204060894,0.0434157261377923,-0.1415506329643224,0.0292893580887674,0.9998521145736248,0.013193908764452828,-0.010559975133527638,0.003186954556632376,7.610231108197558
2750,1495.744,464.866,89.91499999999999,292.959,3.134655,0.041623,-0.033313,40.6,0,0,-3.0750756279227205,-1.715481965506907,-0.4516383584780614,0.0286600263681569,-0.1415254403461977,0.0290274529301347,0.9998501491946232,0.01327634548616285,-0.010625733300832305,0.003242159441055456,1.9937033380119475
2875,1495.744,464.866,89.91499999999999,292.959,3.134655,0.041623,-0.033313,40.6,0,0,-3.0750756279227205,-1.715481965506907,-0.4516383584780614,0.0286600263681569,-0.1415254403461977,0.0290274529301347,0.9998501491946232,0.01327634548616285,-0.010625733300832305,0.003242159441055456,1.9937033380119475
3000,1496.744,464.84700000000004,97.791,292.95700000000005,3.134702,0.04171,-0.033227,40.6,0,0,-2.7606874507115813,-1.597178819538002,-0.3618766929001881,0.0202910187426301,-0.1136696759161971,0.0266982800844972,0.9998501521222161,0.013303896142286453,-0.010598143301840134,0.003218541155596715,7.8760231716266595
3125,1496.744,464.84700000000004,97.791,292.95700000000005,3.134702,0.04171,-0.033227,40.6,0,0,-2.7606874507115813,-1.597178819538002,-0.3618766929001881,0.0202910187426301,-0.1136696759161971,0.0266982800844972,0.9998501521222161,0.013303896142286453,-0.010598143301840134,0.003218541155596715,7.8760231716266595
