,bolt1,nut1,jig1,bin1
x,661.9888095088281,697.8418305682077,683.964517183648,423.10374401404874
y,-11.830783723673903,-14.767026262865329,9.371218010281217,-210.47968774121532
z,81.11036230067594,65.9905790716204,67.76098932945301,24.281076861610714
rx,-0.7224718571808809,-0.14065814797623633,-0.020249916132809503,-0.016603752196139826
ry,0.2832846195550876,-0.16628397380449306,0.00451076916722732,-0.0018033728456960003
rz,-0.3014940701785221,0.03398895895836641,-0.015005145534520207,0.022289846951079894
qx,-0.35089353240935156,-0.07018677242651004,-0.01012468150521602,-0.008301607751514832
qy,0.13758700750060787,-0.08297376010925064,0.002255322978238369,-0.000901657277093176
qz,-0.14643105919477772,0.016960093401968346,-0.0075023678359972335,0.011144563231447411
qw,0.9146045534455918,0.9939323555159467,0.9999180560523623,0.9999030298150291
