,bolt1,nut1,jig1,bin1
x,358.47962676039106,566.5797197042131,551.7034232081778,736.4891393640859
y,37.46079034203069,-131.56998552208705,-107.42795116801544,-47.829991421353874
z,27.508800613280957,157.06669823205655,158.80160630293383,50.191249180345196
rx,0.3360574186996969,-0.1651779839574174,0.021873346215656887,0.015135351626239918
ry,-0.08254496429360562,-0.15342183809985235,-0.01889613344318288,-0.030371199832264384
rz,-1.219859776768185,-0.013175835874770891,-0.007021002246766839,-0.09642749077949925
qx,0.15699621977756525,-0.08241361723990631,0.010936269912873912,0.00756438123026486
qy,-0.038562598635415495,-0.07654802618649058,-0.009447718406085008,-0.01517898887486093
qz,-0.5698828918948736,-0.006573928731804412,-0.0035103717041051006,-0.04819275556633967
qw,0.8056665578808483,0.9936323157191577,0.9998894018379288,0.998694065639855
