,bolt1,nut1,jig1,bin1
x,535.8595216672288,564.5386845201409,551.1332844487866,382.88408926529553
y,-131.2430444876688,-132.1059801525972,-107.10139452693672,-290.3013885896751
z,155.24966214696394,154.89657020657293,158.2893723866663,62.946231179504395
rx,2.0180343051958842,0.0850576430426917,0.035208051633474007,0.0027093735318658315
ry,-0.5216458196817984,-0.11833855323055542,-0.024741052292501335,-0.027974974650934976
rz,1.5779037263598281,-0.11604744192713654,-0.020437567839831736,0.3020223959330023
qx,0.7452559397472456,0.04246734828672726,0.017602361241398422,0.0013494993480987442
qy,-0.1926427338530527,-0.05908375045458319,-0.012369356432404376,-0.013933925909624311
qz,0.5827166175477029,-0.0579398506449316,-0.01021781766731658,0.1504329401720127
qw,0.2606217661647548,0.995664907721949,0.9997163358184624,0.9885210949046349
