,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,10793.072,315.023,-111.99100000000001,292.976,3.135031,0.041191,-0.032922,40.6,0,0,6.751186635410511,-3.474597648656802,0.042390793498629,-0.0650236292727665,-0.6585988186722197,0.0839869865223676,0.9998538966758153,0.013137025393998816,-0.010499797286330242,0.0030591049232957805
125,10793.672,315.016,-112.012,292.937,3.134984,0.041098,-0.033074,40.6,0,0,6.749668442738587,-3.4676691720859685,0.0678120049836153,-0.0657511599489934,-0.658703817150969,0.0839399833979093,0.9998536999224535,0.013107558877306231,-0.01054843063672262,0.003082411841498798
250,10794.272,315.043,-111.99999999999999,292.968,3.134983,0.041247,-0.032886,40.6,0,0,6.754675404585035,-3.484432780966584,0.0544670420200001,-0.064534878938949,-0.6586833362049085,0.0840383068072731,0.9998537049245635,0.013155084339220809,-0.01048847440006826,0.003082922219427519
375,10794.872,318.717,-112.00100000000002,292.918,3.134992,0.041289,-0.033329,40.6,0,0,6.764576592777478,-2.962195102478673,0.1154086214430943,-0.1136623236748255,-0.6599090185397438,0.0820297850604724,0.999852059703354,0.013168420108597336,-0.010629714301616425,0.003075807645226474
500,10795.272,330.501,-112.012,292.848,3.134988,0.041209,-0.033095,40.6,0,0,6.834570103086069,-3.666526779113232,0.3510092627688506,-0.0455869016657981,-0.6498489950180023,0.0839045580578413,0.9998531737759105,0.01314293689102845,-0.01055510923362825,0.003079572889782357
625,10795.872,355.5,-111.97999999999999,292.92600000000004,3.13498,0.041342,-0.033224,40.7,0,0,6.739532803883393,-2.3482880085048627,0.1091399939622731,-0.1654714044743022,-0.6627996109265323,0.0827408755016534,0.9998521721535698,0.013185375505162036,-0.01059626809983802,0.0030820147521701947
750,10796.872,366.22700000000003,-111.99999999999999,292.959,3.134961,0.041367,-0.032899,40.6,0,0,6.872807699876176,-3.3437264475274144,0.1890749678808024,-0.0778403904937747,-0.6483558904812393,0.0844848248274924,0.9998531239982444,0.013193441379473422,-0.010492688083334447,0.0030930619624409354
875,10797.672,390.765,-112.012,292.91299999999995,3.134927,0.041235,-0.033176,40.6,0,0,6.704841918422521,-4.993938215608958,-0.0115999427169,0.063115149163254,-0.6622131641296792,0.0839694825026178,0.9998526937529005,0.013151478751148226,-0.010581143665529126,0.0031094694814471015
1000,10798.272,411.234,-112.04400000000001,292.88399999999996,3.134908,0.041202,-0.033517,40.6,0,0,6.890244794188202,-2.673566183114521,0.0709718959682208,-0.129910941669285,-0.6468470862028795,0.0840014514079501,0.9998516492175545,0.013141019657055865,-0.01068995572655554,0.0031173716289885265
1125,10798.672,414.902,-112.03399999999999,292.91299999999995,3.134916,0.041285,-0.033169,40.6,0,0,6.387658739596859,-3.4378526399343827,-0.1619147495949588,-0.0651674845792925,-0.686295117207871,0.0835020428536812,0.9998524903417515,0.013167469260343567,-0.010578946055379332,0.0031146767140105298
1250,10799.28,414.938,-119.806,292.93,3.135014,0.041361,-0.033073,40.6,0,0,7.054993444015532,-3.3324985114194643,-0.0725603805509225,-0.0730368523216152,-0.6359397156027232,0.0845679705600677,0.999852654588567,0.013191298554468248,-0.010547999736271569,0.0030656901680418914
1375,10799.872,414.899,-143.986,292.837,3.134953,0.041429,-0.033586,40.6,0,0,6.523915377457612,-3.40705499682034,-0.0424431821518683,-0.0687454284063595,-0.6775980803692518,0.0832844666444388,0.9998505396516606,0.01321321500106338,-0.010711797026858353,0.0030930101962762893
1500,10800.28,414.888,-157.169,292.88599999999997,3.134907,0.041366,-0.033247,40.6,0,0,6.661246944094738,-3.600383108709998,-0.0078295145376326,-0.0531836238249769,-0.6663690628043424,0.0847708751927118,0.9998518745429159,0.01319333321286477,-0.010603847346325848,0.003118229178111339
1625,10800.88,414.89799999999997,-163.24,292.88100000000003,3.134884,0.041007,-0.033361,40.7,0,0,6.857838132037306,-3.4775700190826018,0.3396490400857984,-0.0634045099848265,-0.653325832414921,0.0834988371904263,0.9998529487752743,0.013078943230571745,-0.0106402961717537,0.003131479959613563
1750,10801.28,414.894,-171.84199999999998,292.931,3.134952,0.041252,-0.03311,40.6,0,0,6.761054503025596,-3.314767146717036,0.0550170696314785,-0.0777409553945639,-0.6604099719362188,0.0850429473747269,0.9998528852368294,0.013156798324755747,-0.010560011454781897,0.0030972083404585274
1875,10801.864,414.858,-196.44500000000002,292.88399999999996,3.134985,0.041242,-0.033413,40.6,0,0,6.9784449635532,-3.479865819489532,0.0226350726857784,-0.0652378919698287,-0.6399888439126588,0.0857765015333929,0.9998519608788914,0.013153458332517458,-0.010656527405664269,0.0030791693982589897
2000,10802.272,414.834,-208.323,292.902,3.134917,0.041046,-0.033342,40.7,0,0,6.772673671911979,-3.4968025606693187,-0.027991537927773,-0.0601826075380136,-0.655919171959258,0.0846794035560394,0.9998529054786552,0.013091243678310105,-0.010634123829903412,0.0031148282804874137
2125,10802.88,414.86699999999996,-212.195,292.887,3.134891,0.040977,-0.033242,40.6,0,0,6.814168399570182,-3.4326214727691875,-0.0362576898100323,-0.0660898865846975,-0.6571167178588639,0.084486479274982,0.9998534859193751,0.013069352743849223,-0.010602323838031965,0.0031288085535169734
2250,10803.272,414.83500000000004,-218.379,292.902,3.134905,0.041183,-0.033292,40.7,0,0,6.712303505702782,-3.468414414025341,0.073406730251853,-0.0650968714021884,-0.6638564438750998,0.0838614724365037,0.9998524841952033,0.013134983311012953,-0.010618212961422025,0.0031201948025952105
2375,10803.88,414.85699999999997,-242.423,292.897,3.134931,0.04138,-0.033326,40.7,0,0,6.776329835002124,-3.473057618367258,-0.0010071645894102,-0.0609036189048299,-0.6570996221785418,0.0842277124731771,0.9998515892949815,0.013197693590393644,-0.010628959318353276,0.003105719240800664
2500,10804.272,414.856,-255.817,292.845,3.134917,0.041441,-0.033609,40.6,0,0,6.709874035652896,-3.308453398211958,0.0652448005615522,-0.0775898181712188,-0.6643645373101131,0.0844752238512507,0.9998503519735138,0.013217191535257355,-0.010719253645145253,0.0031108049845404275
2625,10804.88,414.83799999999997,-261.795,292.896,3.134874,0.041097,-0.0333,40.7,0,0,6.882197915738113,-3.740725406700121,0.0515270844340528,-0.0426125890893053,-0.6442571306775976,0.0832667797015609,0.9998527640375194,0.013107687595625833,-0.010620872495178244,0.0031362142575258388
2750,10805.472,414.85499999999996,-271.992,292.932,3.134867,0.04126,-0.033224,40.6,0,0,6.723229255301563,-3.4197127197389263,0.1117011915380214,-0.0692664618366359,-0.6634242481062269,0.0841453136683835,0.9998523289334874,0.013159699308390336,-0.010596651716479897,0.003139046478384317
2875,10805.872,414.87600000000003,-288.71000000000004,292.77599999999995,3.135036,0.04113,-0.033571,40.6,0,0,6.693380780620638,-3.36744451120712,-0.0426461562243554,-0.0729566797982337,-0.6657323717340524,0.0843656609995778,0.9998519749966527,0.013117524561635759,-0.010706744883507757,0.003053564911316412
3000,10806.48,414.851,-308.639,292.88,3.134912,0.041089,-0.033353,40.6,0,0,6.937468233049029,-3.3111244337475543,0.0401193246621723,-0.0790153413836562,-0.6425130782649412,0.0852030510939856,0.999852681378571,0.013104976096670051,-0.010637646760744633,0.003116987805739395
3125,10806.864,414.755,-311.594,292.594,3.134931,0.040894,-0.033817,40.6,0,0,6.8041796459889445,-4.02623984500324,0.0591562270792686,-0.0133009375413329,-0.6521151638016248,0.0837349678126783,0.9998519444480296,0.013042693895418343,-0.010785562171990075,0.003106278815373991
3250,10807.48,414.759,-311.61100000000005,279.891,3.134949,0.040724,-0.033721,40.6,0,0,6.720513287760807,-3.4107475103636964,0.0308545685640282,-0.0694660152607765,-0.6619926916036981,0.0847783271052099,0.9998530042840129,0.01298841344674575,-0.010754893670506666,0.0030989034360997584
