,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,3262.408,315.05499999999995,-111.984,292.978,3.135042,0.041378,-0.032867,0.0,0,0,-3.1141930224774663,-1.7234060885855262,-0.3457875010980192,0.0227821469389378,-0.1331424244926833,0.0243636797141614,0.9998533161938067,0.013196611247143527,-0.010482213298367883,0.0030526631335869438,0.10069260151569076
250,3263.408,341.536,-112.042,292.86899999999997,3.134969,0.041274,-0.03356,0.0,0,0,-3.08954839210625,-1.4925610135156622,-0.1334112573910147,0.0081136719344937,-0.1340766250979395,0.0247937300593043,0.9998513029066324,0.013163722727774451,-0.010703458224163168,0.0030861726943978984,26.48128784632656
375,3264.4,364.925,-112.021,292.925,3.134962,0.041347,-0.033278,0.0,0,0,-3.027487253819268,-2.158999428567051,-0.0825629024878665,0.0559247642396295,-0.1311267297375475,0.0251878869334786,0.9998519400833439,0.0131870428307029,-0.010613549019762766,0.003090694122622006,23.57769805185562
500,3265.408,381.316,-112.027,292.982,3.134925,0.041379,-0.032826,0.0,0,0,-2.7957889676363403,-2.2475817032526546,-0.1700504610768343,0.0725344467038716,-0.1086219131342793,0.0245386124935283,0.9998532574701061,0.013197421929027177,-0.010469527350642745,0.003111362707719054,16.26101211024567
625,3266.408,414.043,-112.036,292.88599999999997,3.134904,0.041425,-0.033397,0.0,0,0,-3.062567098546824,-1.6806499680552645,-0.4468039330985032,0.0205183557895966,-0.1325489170928275,0.0250685303482203,0.9998511165077342,0.01321215338694036,-0.010651690685905789,0.0031185423917511265,32.727142038375455
750,3268.408,464.40700000000004,-112.04899999999999,292.903,3.1349,0.04143,-0.033269,0.0,0,0,-3.026233258419006,-2.213471823442408,-0.2383926168220171,0.0640475660467926,-0.1286666778623828,0.0249285935870685,0.9998515207727788,0.01321377029749473,-0.01061088399776375,0.0031211894643748757,29.916047750329586
875,3269.408,480.088,-112.06099999999999,292.827,3.134859,0.041374,-0.033481,0.0,0,0,-3.1513798197158205,-1.7379547204272745,-0.3571195160036029,0.0230300629380477,-0.1388386723204236,0.0251696087796003,0.9998509713785779,0.01319607487603662,-0.010678633511978102,0.003140927808348584,15.681188762335573
1000,3270.408,513.533,-112.043,292.99199999999996,3.134848,0.041399,-0.032917,0.0,0,0,-2.9982686737879654,-1.797598958204382,-0.218402020226796,0.0317149005896069,-0.1265384637034718,0.0248867589212269,0.9998527434705604,0.013204118262492386,-0.010498803373184422,0.003149248011025308,33.44541185274895
1125,3271.408,525.946,-112.051,292.92400000000004,3.134809,0.041517,-0.033341,0.0,0,0,-3.0683609641527734,-1.8542855110065453,-0.0849690470374819,0.0355935391229267,-0.1322460463020878,0.0256584037732748,0.9998507615407538,0.013241892589592371,-0.010634148441110854,0.00316572487006779,12.413188832850334
1250,3272.408,562.002,-112.062,292.802,3.134767,0.04156,-0.033458,0.0,0,0,-2.985496137622798,-2.1989766417700185,-0.1893472384066487,0.0610702572886793,-0.1248522156905513,0.0250359905299185,0.9998501147149029,0.013255776511476408,-0.010671601793093784,0.003185813686139963,36.0562080784987
1375,3273.408,576.985,-112.02900000000001,292.823,3.134784,0.041636,-0.033464,0.0,0,0,-3.183163741275017,-1.6512597421960489,-0.0411666391796905,0.0219590676633747,-0.1415959953432574,0.0250489810169884,0.9998498030295091,0.013279940946150242,-0.010673454314102502,0.003176778765272628,14.983051057778647
1500,3274.408,612.429,-112.08999999999999,292.979,3.134739,0.041408,-0.032743,0.0,0,0,-3.157997577365224,-3.14825452065985,-0.1860357473770696,0.1462477760198703,-0.1344937821801144,0.0254633187955127,0.9998531009465094,0.013207452742953419,-0.0104436733279203,0.003204591567043345,35.44439579115431
1625,3275.408,631.424,-112.106,292.81,3.134668,0.041424,-0.033442,0.0,0,0,-3.225514282375177,-2.080189764052108,-0.443426395071173,0.0484660288803587,-0.1431796438289833,0.0249649307839527,0.9998505719718331,0.013212821929901737,-0.010666840261195777,0.003236291564284883,18.995758526576402
1750,3275.408,631.424,-112.106,292.81,3.134668,0.041424,-0.033442,0.0,0,0,-3.225514282375177,-2.080189764052108,-0.443426395071173,0.0484660288803587,-0.1431796438289833,0.0249649307839527,0.9998505719718331,0.013212821929901737,-0.010666840261195777,0.003236291564284883,18.995758526576402
1875,3276.408,663.485,-112.083,292.748,3.134762,0.041494,-0.033265,0.0,0,0,-2.990722466338299,-1.9413856780709529,-0.15418346748799,0.0428135566854064,-0.1246519067488381,0.0245965670687713,0.9998510353513345,0.013234758766652229,-0.010610070139602988,0.003189777247084884,32.06106819804983
2000,3277.408,664.019,-100.285,292.901,3.134701,0.041332,-0.033468,0.0,0,0,-3.089998394545145,-1.8793081713881448,-0.2370825504732941,0.0348567039814865,-0.1318054287869081,0.0243741652774331,0.9998509255004302,0.013183342989581391,-0.01067502475503992,0.0032202624165971953,11.811069765266822
2125,3278.408,664.099,-64.497,292.81,3.134805,0.041353,-0.033437,0.0,0,0,-3.308147547034764,-1.4778922799332417,-0.4543455821460109,0.004031382073428,-0.1506051771053281,0.0251324945720579,0.9998511181875162,0.01318960614469109,-0.010664785158514158,0.0031682970889916067,35.78820511006384
