,bolt1,nut1,jig1,bin1
x,486.4979542461888,381.3633776199293,551.6608485739425,368.02355623069013
y,245.3629731167529,-257.7675980191317,-107.63419930607688,62.05905539799754
z,14.434940154990244,30.952607970106385,158.8160103667265,58.225065376759446
rx,-0.023672164326678336,-1.046716254170508,0.02334808375200016,-0.017815212992129608
ry,0.2998109100490525,-0.8351813905280581,-0.03488660341983298,-0.03103753198845652
rz,0.26356179710092553,0.7510060057291905,-0.01006193377520956,0.20852717890290748
qx,-0.011757375949789371,-0.4734501008216642,0.01167313548042052,-0.008891001510132165
qy,0.14890863102545127,-0.37776877159822364,-0.017441947377652593,-0.015489836910849923
qz,0.1309045971358593,0.3396946094163166,-0.005030576273437359,0.1040692279878111
qw,0.9800775327317731,0.719543834363565,0.9997670777146485,0.9944096795740894
