,bolt1,nut1,jig1,bin1
x,572.8785314786481,563.7870560542544,551.509738262508,335.6050014015923
y,227.75382834156355,118.0459426186555,-106.67694536421983,-147.9557384786273
z,13.369065969797077,13.977425572323341,159.18808534890758,65.37124553511208
rx,-0.16316273477607987,0.4444910271600291,0.012491981899553488,-0.004214769203059436
ry,0.34460832182040574,-0.656923942116965,-0.006520207654647004,0.0037340570054893146
rz,-0.38286201353114035,-0.1229720688266695,-0.012711229371489085,-0.11237492872176288
qx,-0.08059254467073926,0.21632753042137756,0.006245897224401296,-0.002106273146798233
qy,0.17021571505487612,-0.3197156419125537,-0.003260054907230971,0.001866043814111322
qz,-0.1891107302815395,-0.059848776093524014,-0.006355519315389797,-0.05615783055646401
qw,0.9637264050466994,0.92054463873206,0.9999549830787863,0.998417938320975
