individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,313.1258497094947,-103.33296683671739,11.830190281768704,0.08231606685603046,0.01571486180141361,-2.5036087052492286,-0.03121003123882308,-0.005958269709286712,0.949240031563698,-0.31294375764519217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,551.3578830200106,-115.30667119247548,212.73193957047823,-0.15809441141935965,0.4341673612994088,-0.06562424833583963,-0.0783317972710155,0.21511898758258322,-0.03251516148202241,0.9728981010319298,557.8060813500597,-135.7836526995843,142.2707110121689,-0.16332924584400113,0.005557471190790515,0.07577124491941165,-0.08155425505312142,0.002774980197833019,0.03783442090801273,0.9959466650188591,543.2051860753371,-110.88633630680359,144.12381973172472,-0.0008110731926222755,-0.039751715679586755,0.00590138257186824,-0.0004055092960872072,-0.01987451982153615,0.002950492649032818,0.999798046415976,,,,,,,,,,
152,532.5724581252582,-132.65967459602965,208.2561128715334,-0.03421092285449637,-1.2206434721255008,-0.11892412438026094,-0.01605261116373345,-0.5727561080687086,-0.055802140584842334,0.8176667263934378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
