,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,2997.392,339.2,-112.054,292.942,3.134949,0.04115,-0.032964,0.0,0,0,-3.0104564324864445,-2.087514052393222,-0.3353527054909125,0.0501327001216361,-0.1263643739041001,0.0274286689452706,0.9998537938586376,0.013124291214078104,-0.010513466235258095,0.0031001474701891464,24.172016568751587
250,2998.392,364.94,-112.011,292.85299999999995,3.134899,0.041498,-0.033504,0.0,0,0,-3.1582901479548773,-1.9507888371389044,-0.1969960536982876,0.0447800067173003,-0.1404087141357011,0.0266996412256527,0.9998504396541547,0.013235448269551304,-0.010685827240422354,0.003119988571362424,25.74018978174016
375,2999.384,380.985,-112.031,292.92600000000004,3.134876,0.041364,-0.033014,0.0,0,0,-3.2877064028051377,-1.1978382490409478,-0.3737239822164646,-0.0235644299368373,-0.1529867968425111,0.0262544641974609,0.9998526129407186,0.013192835532148601,-0.010529645881886518,0.0031349711069775616,16.174575129173938
500,3000.392,414.022,-112.025,292.841,3.134891,0.041389,-0.033623,0.0,0,0,-3.149177310971228,-1.7597488499818812,-0.4620812926246048,0.0330057692029659,-0.1397625708573575,0.0264770307496412,0.9998504793942423,0.013200717821336784,-0.010723809111280937,0.003124071422047535,32.77491060690749
625,3001.392,432.884,-112.03299999999999,292.877,3.134861,0.041285,-0.033345,0.0,0,0,-3.0464688847270787,-2.0335061184853536,-0.1597478336542556,0.0518446796827253,-0.1316961091875032,0.0270304121586748,0.9998518069142283,0.013167691278322681,-0.010635258948181417,0.0031412392231001686,18.862036051285685
750,3002.392,464.294,-112.063,292.78700000000003,3.134803,0.041338,-0.033739,0.0,0,0,-3.059502368660816,-1.780576115124458,-0.2079233507106228,0.0280671141103816,-0.1316493533057298,0.0265841169832562,0.9998501509662538,0.01318481752781371,-0.0107611050019572,0.003167778189006911,31.410143266148882
875,3004.4,472.416,-112.031,292.709,3.134839,0.041581,-0.03407,0.0,0,0,-3.1037928871361604,-1.967170079634784,-0.3795174129849078,0.0468826978654306,-0.1353755382052029,0.0271969905555241,0.9998480556333719,0.013262142649524022,-0.01086653038814082,0.003146384565396511,7.543716192964851
1000,3005.4,474.817,-112.05199999999999,292.77500000000003,3.134827,0.041499,-0.033705,0.0,0,0,-3.0646632481700697,-1.8830852100992757,-0.2777358399007472,0.0374502484581603,-0.1331914511548727,0.0269440236861273,0.9998496322433444,0.013236060518958957,-0.010750172770223658,0.0031548993958181327,2.4019987510404857
1125,3006.4,474.83799999999997,-124.73299999999999,292.71999999999997,3.134788,0.041451,-0.033926,0.0,0,0,-3.0641741552363726,-1.7960945522338936,-0.214747854891744,0.0294029790197858,-0.1352070506508386,0.0262527286971541,0.9998490120550023,0.013220907250726973,-0.010820788386001864,0.003173522145634307,12.681136660410216
1250,3006.4,474.83799999999997,-124.73299999999999,292.71999999999997,3.134788,0.041451,-0.033926,0.0,0,0,-3.0641741552363726,-1.7960945522338936,-0.214747854891744,0.0294029790197858,-0.1352070506508386,0.0262527286971541,0.9998490120550023,0.013220907250726973,-0.010820788386001864,0.003173522145634307,12.681136660410216
