,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,3121.44,315.832,-112.02900000000001,292.935,3.134924,0.041123,-0.033034,0.0,0,0,-2.881392376937866,-1.863310936829551,-0.202205786670233,0.0360403470313624,-0.1157931454675085,0.0255676157875116,0.9998536314060543,0.013115782355269593,-0.010535874190209267,0.003112454398638497,0.8121231433716978
250,3122.44,348.395,-112.039,292.937,3.134954,0.041109,-0.033167,0.0,0,0,-3.206235664874287,-1.789386349178234,-0.3744877140248339,0.032359575884401,-0.146983643856817,0.0268602697008047,0.9998532933584656,0.013111187289087228,-0.010578188445769932,0.003096846348506219,32.563001596904414
375,3123.44,365.36400000000003,-112.041,292.976,3.134941,0.041152,-0.03294,0.0,0,0,-3.0030451702901524,-1.5775709812586434,-0.2822308575000081,0.0119790029361432,-0.1253250994696355,0.0263854331398658,0.9998538524461065,0.0131249633520574,-0.010505839152818107,0.0031042598766871797,16.96904493482181
500,3124.44,395.267,-112.056,292.88599999999997,3.134913,0.041086,-0.033521,0.0,0,0,-3.3051145537359563,-2.4957165476925383,-0.451856552176746,0.0896585613653735,-0.1510231969245039,0.0254199516396393,0.9998521269502992,0.013104007826654197,-0.010691219548198301,0.0031156117238892193,29.903139199756232
625,3125.44,414.892,-112.05,292.885,3.134856,0.041269,-0.033414,0.0,0,0,-3.052645874089011,-2.508194336258552,-0.5226484988363259,0.0931772040540849,-0.1317396601603573,0.0269082046774365,0.9998516323376344,0.013162606835829727,-0.010657281368882563,0.0031434768772716647,19.625000942675136
750,3127.44,464.74399999999997,-112.091,292.952,3.134806,0.041186,-0.033268,0.0,0,0,-3.044797093019928,-1.7252606178332917,-0.2122384727068018,0.0232488274520599,-0.1315012897397451,0.0265245170073409,0.9998523878911151,0.013136353716205553,-0.010610892425356342,0.003169795169319487,27.948056694518115
875,3129.44,514.632,-112.087,292.91,3.1348,0.041291,-0.033402,0.0,0,0,-3.10535174799726,-1.9288070015313936,-0.3098333261337473,0.0431535976334398,-0.1359384423967728,0.0259096373905286,0.9998514874898314,0.013169857014783282,-0.010653642779486841,0.0031713918251727712,28.979036612696355
1000,3130.448,514.773,-98.346,292.95300000000003,3.134782,0.040975,-0.033276,0.0,0,0,-3.1002779041488604,-1.8460845698397357,-0.2294488845797233,0.0345160082125426,-0.1337618395055556,0.0254794264172481,0.9998531979613816,0.0130691655070329,-0.010613533896571735,0.0031831332951363154,13.632728845854276
1125,3131.448,514.848,-63.75899999999999,292.879,3.134743,0.041218,-0.033345,0.0,0,0,-3.141023959401817,-2.2843198109066565,-0.1460629859791192,0.0694249667101617,-0.1388532497073118,0.0255884382883928,0.999851888840326,0.013146817826603508,-0.010635660158864912,0.003200671250176608,34.58716047899857
1250,3132.448,514.772,-50.592,292.894,3.134786,0.041117,-0.03352,0.0,0,0,-3.4016596631524694,-2.3837748689820977,-0.1073698799543626,0.0761938197883282,-0.1556390973030781,0.0255328719504241,0.9998517899997506,0.013114421861466698,-0.010691330126136725,0.003178904476082568,13.167227878334902
