,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw
0,3335.816,315.00899999999996,-112.028,292.92,3.134923,0.041231,-0.033187,40.6,0,0,6.724491657348426,-3.5888748633085,0.0587639845110314,-0.0683269316197583,-0.6564351190538364,0.0972192092151244,0.9998526669211752,0.013150219418412181,-0.010584665223711409,0.003111437282531449
250,3339.616,403.392,-112.028,292.962,3.134865,0.041507,-0.033313,40.6,0,0,6.802371766568581,-3.2945486279840157,0.3072436657311097,-0.0902285076443911,-0.6535951414011786,0.0967623532314816,0.9998509913766569,0.013238469630772265,-0.010625030448115174,0.003137944060682399
500,3341.416,444.839,-112.069,292.89,3.134813,0.041394,-0.033404,40.6,0,0,6.714325715133707,-3.5658004756465838,-0.08497290184735,-0.0624116595884166,-0.6570883781364452,0.09704153002363,0.9998510715208628,0.013202648851633126,-0.010654232068414577,0.0031642030458906563
750,3343.416,479.92600000000004,-112.076,292.815,3.134738,0.041453,-0.03371,40.7,0,0,6.711090239299424,-3.418311309898336,0.0702226773910613,-0.0778459812636275,-0.6584752313826233,0.0971108919070449,0.9998496586873739,0.013221764594542735,-0.010752073058211362,0.0031996700922326767
1000,3345.616,514.794,-99.55,292.785,3.134674,0.041188,-0.033896,40.6,0,0,6.56221155255497,-3.7508002456816985,0.0142070710374725,-0.0537116722594872,-0.6706511748430688,0.0969386815353261,0.9998500217805779,0.01313751372458458,-0.010811623900371927,0.003232408877490093
1250,3348.616,514.879,-13.857999999999995,292.823,3.134655,0.041722,-0.033577,40.6,0,0,6.637892639851693,-3.654495866765882,0.0183665132590324,-0.0617163401031749,-0.6654406124005272,0.0962336026221482,0.9998488380331801,0.01330790572500653,-0.01070992643038551,0.003240093327291639
1500,3351.616,514.886,40.70399999999999,292.77799999999996,3.134621,0.041645,-0.033639,40.6,0,0,6.669990434055198,-3.9054677043873047,0.0887124604082977,-0.0404991690867225,-0.6595211220474998,0.0966994045585316,0.9998488936119685,0.013283490149038889,-0.010729819309005142,0.003257270326326889
1750,3353.616,514.908,88.113,292.75800000000004,3.134566,0.041764,-0.033577,40.6,0,0,6.835382903473909,-3.8694316062777863,0.2566595503374673,-0.045015488263544,-0.6469852694399358,0.0974063378703621,0.9998485071804356,0.013321676128013804,-0.010710226974195946,0.003284306982622687
2000,3355.016,514.895,132.053,292.70099999999996,3.134486,0.041337,-0.0338,40.6,0,0,6.7344651955184585,-3.555843296962038,0.069713418774417,-0.0714761712496266,-0.657120322887436,0.0970510472635959,0.9998494028791695,0.013185822098684194,-0.010781643247829445,0.0033259324447446627
2250,3356.016,514.864,145.18900000000005,292.774,3.13453,0.041488,-0.033641,40.6,0,0,6.811306327255518,-3.7324365549753504,0.0606397255522756,-0.0554136471849898,-0.6478523643438289,0.0971133959711622,0.9998493896095562,0.013233802667743256,-0.010730774092401437,0.003303793535753589
2500,3357.016,514.89,182.571,292.73,3.134437,0.041806,-0.033626,40.6,0,0,6.797345868990357,-3.486300714330332,0.038609058083704,-0.0763836162229578,-0.6527719469006732,0.0974201907396713,0.9998479370586346,0.013335614292669872,-0.010726292068251379,0.0033482546940704827
2750,3358.416,514.8470000000001,187.97100000000003,292.74699999999996,3.134532,0.041821,-0.033679,40.6,0,0,6.951865475057828,-3.4490596711944246,0.1816041274229626,-0.0798957161148122,-0.6369985175766187,0.0976652733009136,0.9998478598148096,0.013339993767910216,-0.010742872004721269,0.0033003774189279424
3000,3360.016,514.8779999999999,235.65099999999998,292.725,3.134532,0.041566,-0.033663,40.6,0,0,6.479795619946483,-3.6060701470309136,0.0071726320876085,-0.0648462044568521,-0.6793224135219457,0.0966457529269747,0.9998489903505138,0.013258669279148993,-0.010737780492325278,0.003302159006309962
