,bolt1,nut1,jig1,bin1
x,667.3667504435268,697.2321798614729,681.5031121180357,544.5253275915726
y,-23.74709241376894,-17.796606049689096,5.893995062047779,-210.09082467354276
z,84.21128530712207,85.53774510584046,83.64720872500806,64.6156271297344
rx,1.1468660029644042,-0.07498840878757192,-0.03313278715042268,-0.05364221096288183
ry,0.2846125581515349,-0.3764350857280332,0.039160922982164156,-0.0048516638740261405
rz,1.8636908256748346,0.0644081486237848,-0.001841590688252684,0.008357082320766679
qx,0.4639627498913946,-0.03725800888039711,-0.016564574955071274,-0.026817785524839127
qy,0.11513954096842216,-0.18703186257330687,0.01957831199357933,-0.002425531663903161
qz,0.7539530496086189,0.03200120408199173,-0.0009206942613559669,0.0041780239343010344
qw,0.4505954413935629,0.9811252958179861,0.999670674211321,0.9996286647008955
