,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,2429.84,315.05,-111.966,292.94599999999997,3.135065,0.041303,-0.032979,0.0,0,0,-3.044717593158348,-1.862575651989285,-0.3643089727766837,0.0291076246238119,-0.1344835421844273,0.0296112583924507,0.9998532939100296,0.013172594698472265,-0.010517855859402873,0.003041071241248273,0.007000000000033424
250,2430.84,334.11,-112.01,292.921,3.134962,0.041272,-0.032769,0.0,0,0,-3.018882503893894,-1.5865945559840102,-0.4251761969528109,0.0123167547793472,-0.1318268536104245,0.0283387909275228,0.9998539549536761,0.013163149163801069,-0.010451231705480644,0.0030938686820904944,19.060067182462923
375,2431.84,364.584,-112.02199999999999,292.991,3.134977,0.041143,-0.03294,0.0,0,0,-3.037812458208746,-1.7836486130548168,-0.1697915464572642,0.0250665675951896,-0.1334538430381686,0.0297636961783227,0.9998539488723825,0.013121943484260469,-0.010505719523893247,0.0030863215620150278,30.474082758960925
500,2432.84,371.362,-111.993,292.94599999999997,3.135017,0.041313,-0.033055,0.0,0,0,-3.227733118649385,-2.446444720986231,-0.3510508108535473,0.0897492396231139,-0.1508215609552271,0.0304966207793691,0.9998529205219716,0.013175980769968463,-0.010542251696834109,0.0030646017023437987,6.778211416000557
625,2433.84,408.81600000000003,-112.001,292.901,3.134956,0.041388,-0.033372,0.0,0,0,-3.0979140174063624,-1.8341839413971963,-0.3613454562028595,0.0296103459552996,-0.1387425148759844,0.0290791150014944,0.9998514415416367,0.013200137884718403,-0.010643544058394282,0.0030929236674053307,37.45402788753168
750,2433.84,408.81600000000003,-112.001,292.901,3.134956,0.041388,-0.033372,0.0,0,0,-3.0979140174063624,-1.8341839413971963,-0.3613454562028595,0.0296103459552996,-0.1387425148759844,0.0290791150014944,0.9998514415416367,0.013200137884718403,-0.010643544058394282,0.0030929236674053307,37.45402788753168
875,2434.832,419.675,-112.013,292.93,3.134959,0.041347,-0.033212,0.0,0,0,-3.0124937178831788,-1.9839254359186496,-0.2367556867498418,0.0447949023980281,-0.1297763467413923,0.0298326646163473,0.9998521572522665,0.013187058314290383,-0.01059251168728595,0.0030925438006967547,10.946618300395508
1000,2435.84,457.129,-111.988,292.897,3.134917,0.041397,-0.033214,0.0,0,0,-3.0076792389226603,-2.0330875641223614,-0.2542515744097343,0.0478995052608867,-0.1312297482889846,0.0292615155650071,0.9998518721830906,0.013203178250895767,-0.010593288461126458,0.0031132002221506846,37.156768731532075
1125,2436.84,467.49,-111.996,292.841,3.134906,0.041459,-0.033521,0.0,0,0,-3.01998460759811,-1.8454196173850728,-0.4243648253128929,0.0314242358191382,-0.1314687949607895,0.0295520102066783,0.999850557276199,0.013222981567585739,-0.01069122663660584,0.0031166562118296786,10.361154424097721
1250,2437.84,503.398,-112.048,293.068,3.134885,0.041239,-0.032595,0.0,0,0,-3.097524043097407,-1.9798268660435456,-0.2611246163567087,0.041747101166944,-0.1383023090465571,0.0292490124269058,0.9998545415482052,0.01315295503308939,-0.010395998188693922,0.003133487033044133,35.90875515803912
