,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,5080.744,316.396,-111.997,292.956,3.135054,0.041266,-0.033108,0.0,0,0,-3.0943526016233416,-2.1889582111478867,-0.3749467789918821,0.0833900731397305,-0.1428126297697221,0.0186169165569266,0.9998529993461927,0.013160836741893438,-0.010559031232748702,0.0030461342881893446,1.4005156193345707
250,5081.744,350.52299999999997,-112.051,292.949,3.134929,0.04114,-0.0332,0.0,0,0,-3.0368974701430176,-1.196685765420604,-0.1568445959716322,-0.0022586458635257,-0.1384338196766414,0.0200531769538145,0.9998530124521534,0.013121175290503101,-0.010588794838228072,0.0031089665844962378,34.12704344064977
375,5083.744,365.145,-111.99000000000001,292.951,3.134949,0.04138,-0.033033,0.0,0,0,-3.0169051908604736,-1.739934556199847,-0.2151595969524867,0.0415638215307616,-0.137118042977904,0.0200670798728885,0.9998526027984684,0.013197631190746843,-0.010535460394488654,0.0030982708656637973,0.1341566248830044
500,5084.744,371.818,-111.973,293.00100000000003,3.134992,0.041325,-0.032717,0.0,0,0,-3.134063940082464,-1.6730830587724852,-0.2690046124874984,0.0351651183066295,-0.1480626452280419,0.0201258666670209,0.9998539547305137,0.013179926672616223,-0.010434547149376527,0.0030787933421356057,6.673208973200227
625,5086.744,384.625,-112.005,292.95,3.134992,0.041427,-0.033361,0.0,0,0,-2.9648646315384326,-1.8222363715687149,-0.2342015661321066,0.049528961990702,-0.1312477543829368,0.0199890714524732,0.9998513740370564,0.013212423786801732,-0.010639912857592696,0.0030747273490941505,5.918458667592439
750,5087.744,389.687,-111.97,292.947,3.135008,0.041755,-0.033309,0.0,0,0,-3.001289434060551,-1.8276909382078013,-0.3042098621690845,0.0488066392686058,-0.1360036065274992,0.0197755533633036,0.9998501947664005,0.013316950030899779,-0.01062326161128585,0.003064829555406189,5.06212188711415
875,5089.744,394.779,-108.431,293.056,3.134975,0.041849,-0.032743,0.0,0,0,-3.01393980473983,-1.9770337948551304,-0.1484534545485315,0.0591061847678957,-0.135281991460203,0.0198881470423663,0.9998516352671013,0.013347089238125638,-0.010442871823076964,0.0030836813486196887,3.5773395142200326
1000,5090.752,394.69300000000004,-71.47399999999999,293.008,3.134913,0.041939,-0.033128,0.0,0,0,-3.08088238562792,-1.9309800391204948,-0.1501486209894651,0.0582412957234786,-0.1389908661540913,0.0196480749345833,0.9998498685330975,0.013376034242867211,-0.01056585188959453,0.003112053362107437,36.66382066799246
1125,5091.752,394.69,-52.183,293.02,3.134953,0.041258,-0.033055,0.0,0,0,-3.173905735740795,-1.0375879752442554,-0.3730988908472141,-0.0155200327455118,-0.1438145569852319,0.0188820142551247,0.9998530459834634,0.01315870986620397,-0.010542468239550445,0.003096959099809611,19.291003965579385
1250,5091.752,394.69,-52.183,293.02,3.134953,0.041258,-0.033055,0.0,0,0,-3.173905735740795,-1.0375879752442554,-0.3730988908472141,-0.0155200327455118,-0.1438145569852319,0.0188820142551247,0.9998530459834634,0.01315870986620397,-0.010542468239550445,0.003096959099809611,19.291003965579385
1375,5092.744,394.756,-17.212000000000003,293.045,3.134994,0.041437,-0.032985,0.0,0,0,-2.8573931010375606,-2.053822397172727,-0.1776491725362531,0.0701098496523788,-0.1195680787703324,0.0186243840577573,0.9998525978025444,0.01321562085769352,-0.010520000337645599,0.0030756504588402224,35.25309598397521
