,bolt1,nut1,jig1,bin1
x,656.248144296339,696.9600334573345,681.4616538074679,437.0547277388728
y,-5.965978075299667,-17.608329421453202,6.369351056649513,215.6132042488237
z,85.38871096198399,85.96509452096913,83.57565690598057,69.81841097545191
rx,2.7711438324684505,0.0803725349131651,-0.013070351235593984,0.139660657328306
ry,-1.2406152181346475,-0.1893422233763693,-0.001952162279699958,0.0681757663501708
rz,0.4484247363848267,-0.059593571578856475,-0.02373451353263974,-0.2268137361474569
qx,0.9023209973417685,0.04010951950234871,-0.006534974670583508,0.06961057814784762
qy,-0.40396068505310095,-0.09449030827928478,-0.0009760511267643851,0.033980611305243436
qz,0.14601301117129334,-0.029739879724326436,-0.011866891865310569,-0.11304998563756471
qw,0.03623235096260652,0.9942727732571978,0.9999077548992756,0.9905651852415321
