individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,407.3180086598937,87.50356689852693,9.668361822542877,0.18654340124856783,0.2152558817058018,-0.42973610380153826,0.09224211751602975,0.10643988585726297,-0.21249622298310367,0.966957753820076,371.9440111581633,7.182621614351774,-1.8183713921633284,-0.002852909529528223,-0.234239060464081,-0.1916353479439579,-0.0014210166818813036,-0.1166730346765346,-0.09545238762321508,0.9885718109414133,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,533.1755706168565,-113.64978345799238,198.1599424717175,-0.19404662255622226,-0.10777034040982585,0.04181410863133991,-0.09681719967164608,-0.053770699168527225,0.020862640385711378,0.9936296553519349,538.8896377728855,-110.11043121445864,133.88015611747562,0.10203704349676866,-0.24291809297680667,-0.036810082177221565,0.05086820172911044,-0.12110118182311237,-0.018350812819418246,0.9911660695780293,,,,,,,,,,
115,,,,,,,,,,,554.4975284868724,-133.4997806504416,151.6066312655788,-0.027998335144054292,-0.21165822136254325,0.035935153934767455,-0.013971841787678683,-0.10562253672311396,0.017932505015358795,0.9941464140845194,538.9708080189139,-108.6174998043927,133.354996425586,0.090076459006504,-0.24537872676111935,-0.03568727469493251,0.044907735838376955,-0.12233388349502024,-0.01779193723274474,0.9913128482877661,,,,,,,,,,
