,bolt1,nut1,jig1,bin1
x,418.8436872117256,380.7358206157774,551.3873538834802,496.47646072196966
y,77.63364041324621,5.775823295917519,-107.02273196916288,222.59491718095484
z,31.8022486753174,18.745474239262904,159.034791000982,56.05211517014742
rx,-0.964573071944393,0.23932561705992333,0.018321606913521356,0.023770494711168447
ry,0.14600722611623407,-0.412916097625525,-0.011469600101076786,-0.014244235932550855
rz,0.7771062809811874,0.4344422604659646,-0.006224208660348057,0.010894755766428479
qx,-0.4516283261313748,0.11759686341806422,0.009160610327717526,0.011884808284559952
qy,0.06836288618449159,-0.20289360801451886,-0.005734679148867305,-0.007121854857268364
qz,0.3638534177594627,0.21347086782715466,-0.0031120387204560257,0.005447176643331281
qw,0.8117690935315638,0.9483856547471632,0.999936753944211,0.9998891732497396
