,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,3536.696,315.027,-111.996,292.92600000000004,3.135055,0.041266,-0.033017,0.0,0,0,-3.0861293365994804,-1.7877252119132212,-0.2524008608951256,0.0366574171259619,-0.1369114158117715,0.0206068072751766,0.9998533054828773,0.013160836573539033,-0.010530008751721472,0.0030461141372726402,0.027531799795868634
250,3537.696,319.452,-112.001,292.908,3.134978,0.041412,-0.033553,0.0,0,0,-3.2108377748775827,-1.2811679625556105,-0.3671152130439202,-0.006829972913072,-0.145453592234549,0.0208831275724966,0.999850763924769,0.013207690719249874,-0.010701189189196152,0.0030808010091139637,4.425039434852542
375,3538.696,356.705,-112.02199999999999,292.903,3.134957,0.041309,-0.033243,0.0,0,0,-3.4962467855522816,-2.399325962601557,-0.4394823417495141,0.0839011376847835,-0.1723987432744146,0.0202402697069908,0.9998522086743666,0.013174947818464308,-0.010602406021186886,0.003093629831325749,37.253006254529296
500,3539.696,365.121,-112.028,292.98999999999995,3.134989,0.041209,-0.032714,0.0,0,0,-3.151317382970326,-1.3724448222390278,-0.2906536919640716,0.0019750051852676,-0.1417740132908847,0.0213659447169501,0.999854444283293,0.013142949399334487,-0.010433605441768263,0.0030810721379561684,8.416451805838369
625,3540.696,392.685,-112.005,292.97200000000004,3.134974,0.041312,-0.032982,0.0,0,0,-3.1668978865112347,-2.1321257057023737,-0.2013946087576161,0.064089965976445,-0.1444659134890014,0.0206072481394329,0.9998530986569455,0.013175844907076018,-0.010519115916082037,0.0030864894999691563,27.56401547307651
750,3541.696,414.974,-112.008,292.928,3.134976,0.041358,-0.033,0.0,0,0,-3.0833476931311345,-1.7941589985905482,-0.2636916082289889,0.0388424971034828,-0.1351441859015031,0.0206093163297432,0.9998528493706172,0.013190504215748378,-0.010524847408474697,0.003085091736145113,22.289043631344963
875,3542.696,428.504,-112.03,292.911,3.134962,0.041365,-0.033187,0.0,0,0,-3.042509791938326,-1.9188675458287796,-0.1963163732704468,0.0432160798537061,-0.1309177674241497,0.0211267571253725,0.9998521708241536,0.013192786721542752,-0.01058452829512485,0.0030910576696478453,13.53002856611917
1000,3543.696,463.293,-112.048,292.932,3.134902,0.041393,-0.032972,0.0,0,0,-3.127062549223795,-1.8446479083637484,-0.3494889980532213,0.0465464752446736,-0.1400832653686576,0.020421364359009,0.999852674760136,0.013201976255189575,-0.010516163628780486,0.0031220026412207037,34.789010994852944
1125,3544.696,466.346,-111.996,292.923,3.135079,0.041346,-0.033036,0.0,0,0,-3.21208104397322,-2.053624500666976,-0.2321259395311248,0.0599617518202618,-0.1472634553488221,0.0210869910009882,0.9998529461524557,0.013186245039317807,-0.01053598391909503,0.0030334888946628603,3.0534560746799655
1250,3545.696,500.31800000000004,-112.012,292.965,3.135019,0.041311,-0.032661,0.0,0,0,-3.03295056490642,-1.628625516570229,-0.1686516927721524,0.0248672863361515,-0.1321664230725764,0.0207207293860235,0.9998542424534795,0.013175351922905634,-0.010416600158650745,0.003065679471340895,33.97202973035321
1375,3547.696,533.6370000000001,-112.01899999999999,292.842,3.135017,0.041475,-0.033253,0.0,0,0,-2.976115604125629,-1.3717613288224244,-0.1556767015667946,0.0056329044754656,-0.1258949567299479,0.0213473864112249,0.9998515773788805,0.013227629761430024,-0.01060538571324491,0.0030624855480619333,18.66707478422908
1500,3548.696,564.527,-112.0,292.928,3.134944,0.041645,-0.032881,0.0,0,0,-3.154215550578652,-1.5712702014894382,-0.2791896814109995,0.0211341973997999,-0.1417692727296919,0.020572888157189,0.999851988194927,0.013282162631414704,-0.010486992183540567,0.003099815063263646,30.89012555817796
1625,3549.696,568.836,-111.993,292.911,3.134964,0.041518,-0.032787,0.0,0,0,-3.0494251084677777,-1.758030200164824,-0.3653150685082825,0.0334118799650559,-0.1309000720681042,0.0216685275123174,0.9998528678375215,0.013241584709386843,-0.010456954522536402,0.003091150850703633,4.309039220058194
1750,3550.696,605.737,-112.014,292.846,3.134902,0.041544,-0.03319,0.0,0,0,-2.9610093174211856,-1.520356628807325,-0.5127870930690138,0.0154345027762856,-0.1271880707747568,0.0207677081474456,0.9998513110858915,0.013250118462316295,-0.010585678600141485,0.0031198540242398996,36.90106322316467
1875,3550.696,605.737,-112.014,292.846,3.134902,0.041544,-0.03319,0.0,0,0,-2.9610093174211856,-1.520356628807325,-0.5127870930690138,0.0154345027762856,-0.1271880707747568,0.0207677081474456,0.9998513110858915,0.013250118462316295,-0.010585678600141485,0.0031198540242398996,36.90106322316467
2000,3551.696,615.629,-112.01700000000001,292.877,3.134886,0.041581,-0.033323,0.0,0,0,-3.143824315244138,-1.352600049882071,-0.2019681510441763,-0.0006107891823456,-0.1384838316300192,0.0205021591207529,0.9998506813169735,0.013261978642872844,-0.010628145410558952,0.0031269022356663592,9.89204902939735
2125,3553.704,664.892,-112.00200000000001,292.961,3.134936,0.041693,-0.032971,0.0,0,0,-3.126392344196516,-1.8528424268536836,-0.2308011004866359,0.0449671182565517,-0.137346863752734,0.0200277831355682,0.9998514726955071,0.013297498721215929,-0.010515717994320639,0.003103022953270795,17.474905198979712
2250,3554.696,664.868,-112.026,292.841,3.134936,0.041603,-0.033515,0.0,0,0,-3.0641155855111464,-2.000642827133233,-0.3290747212782779,0.0571748338638497,-0.134390899831568,0.0204184858111223,0.9998500217222345,0.013268775009668497,-0.01068920497197413,0.003100736824888801,0.1257133650655187
