,bolt1,nut1,jig1,bin1
x,379.1600292175623,343.2281017317979,552.1421856757129,496.73117257249487
y,94.50286449455673,193.85667093182497,-106.84525816514667,223.14610652268368
z,26.097043905266986,16.64508038573441,159.10985578951332,55.11238490802707
rx,0.10753059864157158,-0.32379781098950705,0.006142466992366017,0.013726765988896166
ry,0.19307219683385457,-0.2905570589124396,-0.01781951967332301,0.011070757185387605
rz,-0.4738407891272976,0.7406694011680618,0.0035404258188289793,0.027742691225610683
qx,0.053154991014005615,-0.15696716840776276,0.00307118642977203,0.006863073962596214
qy,0.09544028413685647,-0.1408530794541138,-0.008909623295295077,0.005535129355794349
qz,-0.23423103010972618,0.3590536275471964,0.0017701857810413402,0.013870721039234826
qw,0.9660235626670365,0.9091766663281353,0.9999540253776421,0.9998649227053874
