individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
41,361.88480365669017,98.10044377735497,-6.085411032330136,-0.035848667990887685,0.10531539571722477,-0.41902733804542097,-0.017784285759590034,0.05224626735909725,-0.20787667543949853,0.9765968126792572,342.51528392524585,194.94225247336277,-4.036071961587538,0.13336672582085107,-0.22759128501615913,0.012770827906830689,0.06648974002313351,-0.11346522364643244,0.006366873162545576,0.9912942148629,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,534.5792753159328,-114.46415501476349,197.18371210563427,-0.06292468072626853,-0.06660608763547693,0.04871995150642008,-0.03144822416754672,-0.033288101754472804,0.02434904617269342,0.9986541120071412,539.6379153763219,-111.13647894315115,135.20626207445994,0.07026346263534851,-0.2512437531861571,-0.022462701622139418,0.03503145041052924,-0.12526329831442495,-0.011199291757742287,0.9914416167589752,,,,,,,,,,
123,,,,,,,,,,,555.0527697848837,-139.67742204434444,154.26967594909598,0.032912264220908705,-0.12475140574588624,0.039106058475652794,0.01644367256580321,-0.062328475927396286,0.019538224918122436,0.9977289333722689,539.4052165041196,-109.83681129215775,133.69824229397955,0.08006350589634989,-0.22903430653138876,-0.03364513434018292,0.03993175047453098,-0.11423108039209176,-0.01678054307156575,0.9925095107608383,,,,,,,,,,
