,bolt1,nut1,jig1,bin1
x,661.3516660462816,697.9089769812193,683.6527506811109,631.7807225937132
y,-20.205611425398846,-14.655141279565257,9.437115954464236,-237.10266343012398
z,67.37661605834967,68.21799472915853,68.80179880169432,21.246578052596647
rx,-0.6180829254690596,0.22042017981476858,-0.02772492860618846,-0.02122328983620222
ry,-0.7371589609110883,0.3293214381188388,0.001992541889267827,-0.005157486733124256
rz,-0.07390619627092448,0.0136133035765212,-0.018111307388764805,-0.015558707910116817
qx,-0.2971933308142374,0.10948952583300749,-0.013861828566899208,-0.010611326969065091
qy,-0.3544487606844518,0.16358415158075226,0.0009962252553909546,-0.0025786661015411187
qz,-0.03553637826331821,0.006762149249976358,-0.009055238399763984,-0.007779120867906515
qw,0.8858777376075786,0.980411414877443,0.9998624204867116,0.9999101137100348
