,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,4604.6,317.778,-112.046,292.907,3.134923,0.041154,-0.033501,0.0,0,0,-3.0209700339576564,-1.7809365315357402,-0.2288211747291523,0.0432485960797265,-0.1392309575878229,0.0210173093701502,0.999851928251637,0.01312565133346748,-0.010684804522585753,0.0031102734396651903,2.7500614538588612
250,4605.6,353.97499999999997,-112.04400000000001,292.91299999999995,3.134901,0.041155,-0.033342,0.0,0,0,-2.577576827931553,-1.813627319401056,-0.0713585877149865,0.0503871632303758,-0.0993625559224967,0.0215020750020953,0.9998524256567778,0.013126068918254416,-0.010634173001395669,0.0031221126800458124,36.19700055253192
375,4606.6,365.791,-112.072,292.967,3.134895,0.040959,-0.032939,0.0,0,0,-2.937960878385049,-1.2413264824505454,-0.0443887635546116,-0.0007304970984983,-0.1304235961071587,0.0206123010222098,0.9998545819683871,0.013063609410472491,-0.010505682032558252,0.003128525375222788,11.816156566329033
500,4607.6,397.68399999999997,-112.064,292.989,3.134815,0.041175,-0.032972,0.0,0,0,-3.1226774849762955,-1.0862144244040757,-0.1177887880175731,-0.0152379619116936,-0.14559657037736,0.0211263611506349,0.9998534410313561,0.013132821373658761,-0.010516463541767496,0.0031669314957709993,31.89300859122573
625,4608.6,414.959,-112.06,292.982,3.134858,0.041153,-0.032925,0.0,0,0,-3.149801285588012,-1.8306821057975309,-0.2812773651890741,0.0534951009259562,-0.1510090271371905,0.0202944590867949,0.9998537611448842,0.013125628603399395,-0.010501332145090882,0.003145826023919667,17.275001881331335
750,4608.6,414.959,-112.06,292.982,3.134858,0.041153,-0.032925,0.0,0,0,-3.149801285588012,-1.8306821057975309,-0.2812773651890741,0.0534951009259562,-0.1510090271371905,0.0202944590867949,0.9998537611448842,0.013125628603399395,-0.010501332145090882,0.003145826023919667,17.275001881331335
875,4609.6,425.47200000000004,-112.066,292.908,3.13481,0.041198,-0.033329,0.0,0,0,-3.0249547238534342,-1.7957601017052114,-0.2076074298087391,0.0458057143053727,-0.1384944972880686,0.0213057049115415,0.9998521389811877,0.01314016110123005,-0.010630332281734461,0.003167392706571277,10.513262148353418
1000,4609.6,425.47200000000004,-112.066,292.908,3.13481,0.041198,-0.033329,0.0,0,0,-3.0249547238534342,-1.7957601017052114,-0.2076074298087391,0.0458057143053727,-0.1384944972880686,0.0213057049115415,0.9998521389811877,0.01314016110123005,-0.010630332281734461,0.003167392706571277,10.513262148353418
1125,4610.6,461.87,-112.076,293.025,3.134821,0.041194,-0.032939,0.0,0,0,-3.220684067960629,-1.6788953827233146,-0.3070202445964188,0.0320355229529952,-0.1558468898227734,0.0205964489359877,0.9998534819387156,0.01313885683902955,-0.010505918469213827,0.0031639805795664684,36.398189419255424
1250,4611.6,465.023,-107.589,292.999,3.134801,0.041202,-0.032666,0.0,0,0,-3.141591029423884,-1.6722756612245686,-0.2696157414796241,0.036014652893715,-0.1484312044095438,0.0217623833894239,0.9998543214470347,0.013141503321027627,-0.01041892013700035,0.0031753546781195614,5.484090991221798
1375,4612.6,464.951,-70.411,293.011,3.1348,0.041172,-0.032815,0.0,0,0,-3.106553948625787,-1.928050875410492,-0.2601904127655655,0.0569706334599298,-0.1439899830672564,0.0213924287279338,0.9998539510865505,0.013131934054528347,-0.01046644360243242,0.003175273676168878,37.17807165521095
1500,4613.6,464.943,-61.993,293.01500000000004,3.134877,0.041463,-0.032871,0.0,0,0,-2.944489395138603,-1.1747028301092537,-0.4220225491881889,-0.0041075692358906,-0.1326111404534574,0.0205895137302293,0.9998526764229353,0.013224407695269757,-0.010484034087046575,0.0031345685929438745,8.418004751721158
1625,4613.6,464.943,-61.993,293.01500000000004,3.134877,0.041463,-0.032871,0.0,0,0,-2.944489395138603,-1.1747028301092537,-0.4220225491881889,-0.0041075692358906,-0.1326111404534574,0.0205895137302293,0.9998526764229353,0.013224407695269757,-0.010484034087046575,0.0031345685929438745,8.418004751721158
1750,4614.6,464.933,-62.008,293.04999999999995,3.134901,0.041312,-0.032723,0.0,0,0,-3.158895797192639,-1.77370296612852,-0.2800631241139186,0.0445117908879707,-0.1461646162186277,0.0214164409385155,0.99985383994355,0.01317616149146271,-0.010436762502060763,0.003124341044794531,0.03937003936997813
1875,4616.6,464.90999999999997,-62.021,293.007,3.134828,0.041407,-0.032883,0.0,0,0,-3.0797431363414454,-1.738945039386673,-0.2562400338290369,0.0400067975274993,-0.1397285859721715,0.0206364267825376,0.9998527898130529,0.013206754714385949,-0.010488026548002832,0.0031593721050004993,0.018958031775836725
2000,4618.6,464.93899999999996,-61.489000000000004,292.96299999999997,3.134845,0.041423,-0.03299,0.0,0,0,-3.043109283258923,-1.7222385502554929,-0.186888039676138,0.0396182730136299,-0.136857324034583,0.0212636120651326,0.9998523944092297,0.01321178103976864,-0.01052209295565187,0.0031502056631249878,0.533102241600985
2125,4619.6,464.95300000000003,-30.095,292.983,3.134724,0.041128,-0.032983,0.0,0,0,-3.18734508469669,-2.002051529834161,-0.0830073150346539,0.0606735753873735,-0.1472754196884718,0.0206005569245449,0.9998534467634466,0.013118211542224142,-0.010520277458110749,0.0032126754260780005,31.39400949225824
2250,4620.6,464.911,-12.078999999999999,292.964,3.134848,0.041554,-0.033201,0.0,0,0,-2.9468747763486958,-1.363981156361093,-0.377605584101692,0.0086185906355083,-0.1281578930506839,0.0218166389875209,0.9998511425461007,0.013253533944025571,-0.010589367581354214,0.0031467255168579206,18.01605897525871
2375,4621.6,464.915,-0.795,292.993,3.134743,0.041215,-0.032997,0.0,0,0,-3.099350041781941,-1.731063267621469,-0.2340129729310399,0.0400722338712425,-0.1401034935214259,0.0207596928613587,0.9998530696727531,0.01314587647745366,-0.010524675145615394,0.0032025319188743063,11.284037974058753
2500,4622.6,464.875,35.223,292.989,3.134697,0.041354,-0.033158,0.0,0,0,-3.309375926498654,-1.5443341707528633,-0.2986759067059829,0.0247200385356585,-0.1556056877742184,0.0207824734616679,0.9998518718286221,0.013190389472284193,-0.010576169998597456,0.0032237640314679056,36.01802243322085
