,bolt1,nut1,jig1,bin1
x,532.3956660716668,506.2690980106224,681.4886520386499,526.6595754434751
y,-190.45229666765113,-264.4342183872596,6.0912036874071145,146.42583685001867
z,33.076941305090884,32.606244602808005,83.90741805672816,60.576313899191604
rx,-1.0706773367384603,-1.0531028191841236,-0.03344089485307027,0.08178555475758341
ry,-0.00973247039764683,0.6643071812713496,0.03738148929562698,0.026206918297734357
rz,-0.19491273113965388,0.17767648300388914,0.010567000092095873,-0.060643160135449424
qx,-0.5093073196899426,-0.49252496864322437,-0.016718617063959443,0.04087394668874934
qy,-0.004629609913372103,0.31068939106878884,0.018688698599723837,0.01309742514497868
qz,-0.09271745769139486,0.08309739811343976,0.005282921669135748,-0.03030761730186606
qw,0.8555630274044929,0.808694058323092,0.9996716016406363,0.9986186590837067
