,bolt1,nut1,jig1,bin1
x,443.78899661255343,433.9662195182564,552.0155431256472,571.0044287143724
y,157.8914608393215,74.64116236669662,-107.1850612833498,244.50371531499178
z,16.970475180707297,22.796162675410528,158.9809755629302,55.486478463318605
rx,0.06651136704070601,-0.07409072619164,0.017917115892242146,0.028414487775172807
ry,0.1984135028130769,1.3158146650120044,-0.013510172071052604,-0.04025742544007874
rz,-0.47059321397861437,0.5618322986183483,-0.015259729911912635,-0.05444839185157533
qx,0.032889356130014896,-0.03395749027119626,0.008958283067563463,0.014204051811551143
qy,0.09811394120089537,0.6030682378557135,-0.0067548787668657495,-0.020124190211521696
qz,-0.23270470139996483,0.25750071291012794,-0.007629630846149085,-0.027218079207859718
qw,0.9670266111859247,0.7542207715217488,0.9999079505186854,0.9993259918788763
