,bolt1,nut1,jig1,bin1
x,534.6429556013888,563.7640911559697,550.9323260301612,364.9329359464792
y,-133.4866145872803,-132.8763936492046,-107.51755290926286,164.59443203938756
z,154.92911503380037,154.0181445274567,158.83368901090896,57.67609598371551
rx,2.127710666464616,-0.03456247895784063,0.026992731069521384,0.025347521010713147
ry,-0.1255175693985846,-0.28085034037961193,-0.01609365186859882,0.004865867570430726
rz,1.681039716319211,-0.12691070677460553,-0.015097868451836617,0.013179216727701296
qx,0.7660164835429258,-0.017212069701260317,0.013495681977405527,0.012673316999557002
qy,-0.045188722625204694,-0.13986310530946308,-0.008046418382574541,0.002432848647087397
qz,0.6052064091639286,-0.06320136739917441,-0.007548551891170446,0.006589377766978864
qw,0.2119007517564209,0.9880018439196697,0.9998480589987279,0.999895018681628
