,bolt1,nut1,jig1,bin1
x,666.7961383141462,696.9913747128234,681.4312332137858,691.7317640877566
y,-20.833248897364946,-17.65849240039959,6.2465885768939104,223.25563927979613
z,84.65045285641577,85.93445727632238,83.44980974115171,49.54136618373248
rx,2.0038104669670926,0.1054509861550368,-0.014636819900140053,0.36786085646602085
ry,0.2781102373764899,-0.22946658745743126,-0.00033378524638634174,-0.36350911736917335
rz,1.646888734396986,-0.05347158413985228,-0.023350358429792134,-1.4415802452564843
qx,0.7410374907873571,0.05257922694363122,-0.007318178328513281,0.16647395368130802
qy,0.1028491046758939,-0.11441501135102086,-0.00016688734118116866,-0.1645045916246831
qz,0.6090427789763366,-0.026661624134943905,-0.011674809705234337,-0.6523813522379596
qw,0.2633484237502206,0.9916823018840474,0.9999050531090009,0.7208489670744357
