,bolt1,nut1,jig1,bin1
x,407.3433412180299,578.8487526421752,681.0620054712076,479.5852586499725
y,-22.791254868000372,-203.63522241585426,6.790537687407409,259.7091160497891
z,33.2585618606993,30.972057121687918,83.39169143149245,72.63080689552791
rx,0.16456594646243253,0.32544621544247676,-0.00949463601301947,0.150871787181979
ry,0.08631268358677299,1.207704483822765,-0.01446026649931911,0.027940311087050407
rz,0.114278714457003,-0.04010159457770151,-0.014192275138843633,-0.13691629860075252
qx,0.0821199050033824,0.15231086012139605,-0.004747218972518805,0.07530304255532454
qy,0.04307081464360467,0.5652132363973515,-0.007229982421560472,0.013945552538987062
qz,0.05702611856736762,-0.01876779655914854,-0.007095989536611982,-0.06833758685190083
qw,0.9940569641269621,0.810544982775556,0.9999374171410464,0.9947185268052225
