,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,4234.872,318.67400000000004,-112.018,292.862,3.134968,0.041235,-0.033685,0.0,0,0,-3.1612428426770043,-1.851514421990449,-0.2965308367905003,0.0378515916157197,-0.1428301903668445,0.021000675684865,0.9998510387362681,0.013151284983543697,-0.010743325686205151,0.003086258979310972,3.6629213750775818
250,4235.872,355.48999999999995,-112.051,292.907,3.134911,0.041325,-0.033433,0.0,0,0,-3.058190592518015,-1.318599956308882,-0.1988484241271129,-0.0088354487084212,-0.1306785249319988,0.0222244131977425,0.9998514250703154,0.013180233869807082,-0.010663152062172054,0.003115510888399492,36.81604229137067
375,4236.872,365.39,-112.063,292.938,3.134892,0.041266,-0.033129,0.0,0,0,-3.1386235750254103,-1.263585795612837,-0.271493615746681,-0.0148577814918293,-0.1385323787005367,0.0209900071430761,0.9998526642978864,0.013161512436446482,-0.010566271155601112,0.0031270114597745863,9.900055807923543
500,4237.88,395.60499999999996,-112.08999999999999,292.888,3.134842,0.041158,-0.033447,0.0,0,0,-2.8633833034212777,-1.1161296903856213,-0.2463847969148,-0.0214604922899985,-0.1125284834208717,0.0227177291430767,0.999851960388905,0.013127266696594773,-0.01066785774821433,0.0031510294514415153,29.97525142230493
625,4237.88,395.60499999999996,-112.08999999999999,292.888,3.134842,0.041158,-0.033447,0.0,0,0,-2.8633833034212777,-1.1161296903856213,-0.2463847969148,-0.0214604922899985,-0.1125284834208717,0.0227177291430767,0.999851960388905,0.013127266696594773,-0.01066785774821433,0.0031510294514415153,29.97525142230493
750,4238.88,414.914,-112.107,292.888,3.134812,0.041099,-0.033339,0.0,0,0,-3.0597819570992573,-1.888578177903428,-0.3011345275217915,0.0403279871875623,-0.1304277597859511,0.0215922330642343,0.999852520895068,0.01310858155330093,-0.010633519073590593,0.0031669893509932447,19.309007483555465
875,4238.88,414.914,-112.107,292.888,3.134812,0.041099,-0.033339,0.0,0,0,-3.0597819570992573,-1.888578177903428,-0.3011345275217915,0.0403279871875623,-0.1304277597859511,0.0215922330642343,0.999852520895068,0.01310858155330093,-0.010633519073590593,0.0031669893509932447,19.309007483555465
1000,4239.88,414.976,-112.089,292.932,3.134823,0.041153,-0.033095,0.0,0,0,-3.0724536248746457,-1.843129329947872,-0.3028475038113532,0.0374697571944053,-0.1312505001268264,0.0218329243938338,0.9998531348341505,0.013125766927775444,-0.01055566438594339,0.0031624285369195437,0.07812809993853026
1125,4239.88,414.976,-112.089,292.932,3.134823,0.041153,-0.033095,0.0,0,0,-3.0724536248746457,-1.843129329947872,-0.3028475038113532,0.0374697571944053,-0.1312505001268264,0.0218329243938338,0.9998531348341505,0.013125766927775444,-0.01055566438594339,0.0031624285369195437,0.07812809993853026
1250,4240.872,414.982,-112.084,292.949,3.134822,0.041228,-0.033057,0.0,0,0,-3.0603329527141137,-1.8572592488984447,-0.3048486745592789,0.0388652449896454,-0.1303147092423308,0.0215629212044032,0.9998529477034699,0.013149689943454095,-0.010543545659764288,0.0031626362411189676,0.018859160215595156
