individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
33,,,,,,,,,,,354.9245999960651,-56.52072600231628,8.723065795397105,0.20730435796267693,0.05030398455365044,0.16161541125159193,0.10334311828943085,0.025076996341261433,0.08056676051824861,0.9910602107118983,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,535.1807874459263,-114.19451609173996,194.99558561553488,0.2050879299588829,-1.0703774742402559,0.4268221786414702,0.09679006436010759,-0.5051584685753785,0.2014362627255135,0.8335886498309119,540.9471234821531,-111.00275706965236,139.3114047467895,0.07984988357080185,-0.2295729843377965,-0.033071170307484916,0.03982491613694445,-0.11449891270604137,-0.01649415785156878,0.992487741889333,,,,,,,,,,
115,,,,,,,,,,,557.2408902084452,-134.65338301047734,154.51399291289198,-0.12519180409698244,-0.23192105442446412,0.023793340847654287,-0.06241342139101541,-0.11562247707549089,0.011861989044221316,0.9912594518293937,541.7328715774659,-110.24690032962822,138.95543803969838,0.09344670520309395,-0.23654210660318958,-0.04089846655630446,0.046594275212099745,-0.11794431906791228,-0.020392740464585297,0.9917168180753061,,,,,,,,,,
