,bolt1,nut1,jig1,bin1
x,663.5977282971928,697.3699312222129,683.8920975498412,567.2651949221256
y,-13.672844520422103,-16.176682348824627,8.787138577188685,197.84912154771453
z,62.818324541204845,64.45504291052849,67.42180122492385,40.856483357724
rx,-0.3615803996040134,0.303534621307288,-0.011871830851521789,-0.03155085866264226
ry,-0.9707654922643616,0.08170429396224176,-0.0056556106906354405,-0.0022005731709612278
rz,-0.5940188693026063,-0.02968426755381598,-0.02483052811209368,-0.025492272199277976
qx,-0.170238219863506,0.15113769219598,-0.005935720165397119,-0.01577434469094837
qy,-0.45705295278447583,0.04068266868132274,-0.0028277123254107964,-0.0011002109352255779
qz,-0.27967421626325867,-0.014780560033940468,-0.01241485565922814,-0.012745259738462376
qw,0.8269848121980405,0.9875646072595565,0.9999013164448196,0.9997937376977655
