,time,x,y,z,rx,ry,rz,grip_width,grasp_detected,wrist_camara_capture,fx,fy,fz,tx,ty,tz,qx,qy,qz,qw,speed
125,7373.792,316.393,-112.012,292.916,3.13497,0.041248,-0.033296,0.0,0,0,-3.09131986567141,-1.542575466550744,-0.2683260125228725,0.0294976954763831,-0.1397823535535728,0.0115357883506026,0.9998523063280936,0.013155439424116086,-0.01061926665693777,0.0030872511428933092,1.3731471152064578
250,7374.8,350.882,-112.02199999999999,292.89,3.134925,0.041361,-0.033368,0.0,0,0,-3.128538742355864,-0.916545890359861,-0.4490676467276815,-0.021102558539365,-0.1415530500790661,0.0116688091617453,0.9998515172278251,0.01319165804734087,-0.010642374355641067,0.0031086207958774684,34.215288938460745
375,7375.784,364.993,-112.02900000000001,292.937,3.134952,0.04125,-0.032997,0.0,0,0,-2.95646316069979,-0.9159375537800448,-0.0023539941062792,-0.0273675089149087,-0.1275891146590033,0.0115637422873714,0.9998532716227763,0.013156165534413133,-0.01052397561549164,0.003097817119575463,14.340528463704054
500,7376.8,384.425,-112.04,292.93,3.134935,0.0412,-0.033118,0.0,0,0,-3.2332383144217345,-2.126256368086841,-0.4233899157103105,0.0818903984174354,-0.1512582948439138,0.0120006477277118,0.9998530475015407,0.013140286977900172,-0.010562621945002376,0.003106006707515692,19.12598855730063
625,7376.8,384.425,-112.04,292.93,3.134935,0.0412,-0.033118,0.0,0,0,-3.2332383144217345,-2.126256368086841,-0.4233899157103105,0.0818903984174354,-0.1512582948439138,0.0120006477277118,0.9998530475015407,0.013140286977900172,-0.010562621945002376,0.003106006707515692,19.12598855730063
750,7377.792,414.587,-112.03699999999999,292.95799999999997,3.13494,0.041419,-0.033095,0.0,0,0,-3.11161132852745,-1.7244722865971818,-0.3332268763971607,0.042031842108596,-0.1416137501435712,0.0117575765851709,0.9998522171318796,0.013210102579757608,-0.010555260746929623,0.003102185819927478,30.405255187168706
875,7377.792,414.587,-112.03699999999999,292.95799999999997,3.13494,0.041419,-0.033095,0.0,0,0,-3.11161132852745,-1.7244722865971818,-0.3332268763971607,0.042031842108596,-0.1416137501435712,0.0117575765851709,0.9998522171318796,0.013210102579757608,-0.010555260746929623,0.003102185819927478,30.405255187168706
1000,7378.784,426.525,-112.081,292.888,3.13487,0.041286,-0.033439,0.0,0,0,-3.1008761454766285,-1.4741950387335738,-0.193877705977213,0.0281028268091699,-0.1414709808252575,0.0119499660741345,0.9998514999909298,0.013167968377835616,-0.010665205992017758,0.003136232745817738,12.03456281168403
1125,7379.8,462.69599999999997,-112.081,292.996,3.134845,0.041264,-0.032844,0.0,0,0,-3.000689584180392,-1.9187343622996196,-0.020647414748486,0.0612486268476269,-0.131789477379746,0.0122385359763664,0.999853546145509,0.013161083475625841,-0.010475538621400132,0.0031520203980443325,35.601536647401154
1250,7380.8,470.49800000000005,-112.074,292.988,3.134811,0.041429,-0.032819,0.0,0,0,-2.9889349553710955,-2.311585958460017,-0.2354484275903888,0.0939205610971148,-0.1305214623143191,0.0118318953043767,0.9998528819571577,0.0132138444858727,-0.010467671490546625,0.0031680608319794193,7.802007241729606
