,bolt1,nut1,jig1,bin1
x,665.1123299013334,697.6918365891482,683.1667264902616,538.3827925233425
y,-13.989293393997896,-12.479877492482274,11.58392458946637,-217.44616937721767
z,63.93072758978667,66.20640940254597,67.09023858463381,24.226208421339948
rx,-0.20472364734319184,-0.1831539735179241,-0.005943481752523305,-0.0006376210842676096
ry,-1.1894282404050032,-0.04831548681135862,-0.008141221893078882,0.0011746580038452291
rz,-0.023774358335184053,0.044449145963549555,-0.013082436274786596,0.012497084156068065
qx,-0.09625891746255016,-0.09143260960320519,-0.002971707103209375,-0.00031880844378681016
qy,-0.5592567165865266,-0.02411965713088632,-0.004070564685118266,0.0005873251362410163
qz,-0.011178454596772686,0.022189534477576503,-0.006541143798172177,0.006248500951384322
qw,0.8233111124688061,0.9952717943359517,0.9999659058677194,0.9999802546281706
