,bolt1,nut1,jig1,bin1
x,669.9699120430191,697.3123736448247,681.6070156560086,552.0564250411871
y,-23.059022336714065,-17.129627608474664,6.729191064590269,-201.9173569963563
z,85.48126811233112,86.20028059514084,84.16606152153525,63.141064562100794
rx,1.5235342942567376,-0.20585238829501443,-0.03257488633299214,-0.03302830232766229
ry,0.9230085005129809,0.4051947017769765,0.027220701127784387,0.004173508926770379
rz,2.146095803181969,-0.06627154975280479,0.009838030342122564,0.014444413157237638
qx,0.5377903323267735,-0.10202389887019973,-0.01628615453686666,-0.01651324501424331
qy,0.32581153578395583,0.20082129539148122,0.013609273740426165,0.002086639960878936
qz,0.7575474864918493,-0.032845292425083404,0.004918625988509291,0.007221810288222204
qw,0.17535737029232554,0.973746947693353,0.9997626498109662,0.9998353885159967
