,bolt1,nut1,jig1,bin1
x,666.6930072550617,698.1653852833841,684.5541237003848,683.0943634106333
y,-16.695603846689465,-15.437309404781303,8.962445554079169,241.1993575211943
z,68.18757089609306,69.29959077060064,71.73900119026908,43.11563260320275
rx,0.3227266985050092,0.006264154785491497,-0.030996125697866504,-0.023291726258386616
ry,-1.1170038966824334,0.18952764023645086,0.0020954479493219655,0.04093766429356276
rz,0.4416007001759149,0.04698378758463851,-0.013794530723564855,-0.0665701759280072
qx,0.15116232424948806,0.0031270987942896233,-0.015497316731440475,-0.011642636530025079
qy,-0.5231947217271548,0.09461318814162425,0.0010476735344741854,0.020463161058597815
qz,0.20684185268222083,0.023454552216265998,-0.006896933309293744,-0.03327586600802252
qw,0.8127937517373791,0.9952328621298349,0.9998555735031024,0.9991688670067417
