,bolt1,nut1,jig1,bin1
x,556.4445552036407,,,
y,-22.918412266618,,,
z,12.154916152346498,,,
rx,-1.5505185764393496,,,
ry,0.1730454716243615,,,
rz,-0.2611117312187377,,,
qx,-0.6969218247583827,,,
qy,0.07777989098819567,,,
qz,-0.11736361431068684,,,
qw,0.7031899037736838,,,
