individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
35,318.1103542093273,108.66749185653043,10.394901074758092,0.2522733302052856,-0.37970628969938114,-2.5631035622924085,-0.09341579905358117,0.14060371117737397,0.9491069354568226,-0.2658949227760646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,549.9081523266269,-115.09458018108913,210.79658210645115,-0.14389835246692284,0.3171572157596568,-0.060285725022376835,-0.07157523581167123,0.15775442955532512,-0.029986201444148215,0.9844243766268329,557.8063500537728,-135.45997707249174,144.32214845419995,0.33328145878793725,0.12415314205462774,-0.03665442407898921,0.1657545481163217,0.06174645308300946,-0.018229749478931346,0.9840632507843982,542.057656747892,-110.74942275063896,142.16226626384304,0.009756516049870002,-0.09598050416083978,-0.006289263635284909,0.004876358368330209,-0.047971564057182045,-0.003143407257446686,0.9988318522963637,,,,,,,,,,
148,531.5672859695297,-132.567260793591,205.00175565680786,0.003381325061754776,-1.1716715661182606,-0.09073344199342569,0.001595040646036113,-0.5527016000033866,-0.04280083259997725,0.8322778898467641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
