,bolt1,nut1,jig1,bin1
x,668.2957071805105,698.3816671493008,684.8324840842065,385.1555415681947
y,-15.768301448978924,-15.152456105460416,9.26576899111462,255.6157433155784
z,67.68499123574674,68.91111633687306,71.51919446740692,46.2931340150041
rx,0.3985294327230142,-0.0510928744685823,-0.017212178712367878,-0.018935801130537413
ry,-1.2291837725642023,0.18216932450967202,0.00940588977036352,0.008619689837060745
rz,0.5086641824613198,0.04544402490830301,-0.01732717014318391,0.06305605058195046
qx,0.1836348826729639,-0.02550615541027303,-0.00860584374025157,-0.009466161356846045
qy,-0.5663848120728864,0.09094103923992988,0.0047028106641499945,0.004309053220462675
qz,0.23438290825346467,0.022686184205436374,-0.008663337814744279,0.03152223374228311
qw,0.7684732440609081,0.9952710688372015,0.9999143811363467,0.9994489344780983
