,bolt1,nut1,jig1,bin1
x,664.1318158912143,697.233580636116,683.2374449956553,396.59584903593975
y,-15.347914762594485,-15.251756659480805,8.782087511109399,264.14084211502524
z,65.30870206799074,68.0398368584955,68.80444986702462,39.41401415983185
rx,-0.151597839584047,0.18635117418456004,-0.022445483868156237,-0.02340189753808334
ry,-1.07758201938332,-0.07385358679612128,-0.02272918363752244,0.03422965304629482
rz,-0.1802162558374951,0.008276830427364205,-0.01599153407278654,-0.03449536791082829
qx,-0.07201442659790155,0.09301940394948957,-0.011222145200155353,-0.011699530447035122
qy,-0.5118902185612996,-0.036864895825680755,-0.011363987542418017,0.017112751961881043
qz,-0.08560920368896645,0.0041314783033344965,-0.007995341886687683,-0.017245593289930618
qw,0.8517355168987504,0.9949730151273815,0.999840486153845,0.9996363659949994
