individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,370.1497125288152,-288.3254279488026,7.720593462558483,0.19604651557372152,0.13880699822293568,-0.047923721600047646,0.09777839029464944,0.0692301253513846,-0.023902002753114417,0.9925095820190396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,551.3935258747239,-113.11800328760171,212.58169457924,0.10995088800904282,0.12815616273053843,-0.04245764420106066,0.0549060275071009,0.06399717113252171,-0.021202016851363796,0.9962129113356536,556.7592176646809,-135.3960680172804,144.20232657595733,-0.08161910036702062,-0.0016825016592462655,0.06824271214003955,-0.04079030172321968,-0.0008408540405598952,0.03410526220070676,0.9985851367510094,542.6683778370334,-110.65160955656984,145.49145500671494,-0.00471679087323757,-0.06418514933500721,-0.0006490865624931534,-0.0023579883983658816,-0.03208703577215086,-0.0003244872679384863,0.9994822443315753,,,,,,,,,,
152,532.0500763390633,-131.7990796901177,205.52892355574875,0.13666159456800697,-1.2982166198772884,0.06996530310710809,0.06356813724420085,-0.6038654277811382,0.03254435896422616,0.7938806596445167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
