individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,639.4676282735445,184.68219548102186,6.956360259642111,-0.013418517244803623,0.182271244771748,-0.5265793252277127,-0.006622741534565066,0.08996041226344881,-0.2598944954055433,0.9614146424815126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,551.2164983576796,-113.3950558620146,213.2648420812663,0.1746624486305962,0.2654023010000391,-0.02727166498636451,0.08696166799058286,0.13213960393006402,-0.013578130243155165,0.9873157690185047,559.5947178057536,-135.40102996381273,150.75672848276926,0.33239081345128557,0.586849460935563,-0.014394887243990118,0.16306192114435625,0.2878924345985491,-0.00706174140100122,0.9436518890894127,542.7260165187383,-110.69035680945223,145.37206120654952,-0.0003447719641270357,-0.06355751604372707,-0.0019018357473690503,-0.00017235694156654893,-0.03177340450694914,-0.00095075768010441,0.9994946308604944,,,,,,,,,,
151,532.5131846071514,-131.99251872857786,205.20456003890337,0.12756309138213637,-1.2411549260167631,0.06359322995919783,0.05971384345170366,-0.5809998029089362,0.02976876882824987,0.8111641673067499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
