individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
36,321.8189939565893,-199.07133998784016,10.66920583979958,0.09916548610504662,0.16278176566823052,-2.573683854878422,-0.036924297449507426,-0.060611837555283,0.9583119281829399,-0.27676894643064326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,549.8216925334391,-114.35609896188757,208.02257774677236,-0.06786639983368971,0.15309518062350563,-0.027209216482470745,-0.033892516881634076,0.0764558162285663,-0.013588297467200996,0.9964041166294902,557.2843267523523,-135.52211131208978,142.78382318955886,0.34776529237384063,-0.001772734892324426,-0.02091576263494192,0.17300455856282754,-0.0008818913911794915,-0.010405070203996008,0.9848656657118804,541.9293212691373,-110.62511217564806,141.61726095502235,0.004731520183307528,-0.08681407457538391,-0.00425070203963327,0.00236501325848659,-0.04339333437028728,-0.0021246800800036394,0.9990530070917525,,,,,,,,,,
152,533.2522935870096,-131.81330088479527,204.8317090524747,0.11124421086770668,-1.283258717380843,0.026349782931587486,0.05185434936167874,-0.598166370487534,0.012282444534249266,0.7995981873580695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
