individuals,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,bolt1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,nut1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,jig1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1,bin1
coords,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw,x,y,z,rx,ry,rz,qx,qy,qz,qw
32,,,,,,,,,,,359.4151671483916,-311.5153473002028,5.340901947398379,0.1850918138379487,-0.044020597509752,0.45719221129601295,0.09160320756146914,-0.021786095489864123,0.2262675596420633,0.969503589400979,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,539.1808633662889,-114.97982803109238,207.23164740407518,-0.02330606436164011,-0.036009767420479045,0.04334134288102821,-0.011651226846867483,-0.018002094322261367,0.02166731413416503,0.9995352425058291,541.3201025799826,-111.8810195788541,142.34727233212797,-0.017514712647265885,-0.05399282226229914,0.011344540366322733,-0.008756133742586136,-0.026992642265368502,0.005671478299199812,0.9995811931600741,,,,,,,,,,
115,,,,,,,,,,,558.1289040754498,-136.47232693210321,164.52235855641766,-0.27823483334718707,-0.043480683904064774,0.06805918342222353,-0.13863137971731265,-0.021664387338415147,0.03391070193027608,0.9895261791248988,542.9267047823889,-112.12246660208153,143.9441720422901,0.008309025585100225,-0.08343753232704607,0.0032845642700918506,0.004153293957117126,-0.041706526867855975,0.0016418003284522028,0.9991199228609187,,,,,,,,,,
